Year,area,Live_anim,item,feedtype,ft,Intake_DM,Intake,Supply,Loss,Loss_share
1995,Albania,Sheep,Grassland,grass,grass,3883917.62543614,19419588.1271807,19419588.1271807,0,0
2009,Italy,"Chickens, layers",Milk - Excluding Butter,animals,animals,8515.21348391769,71556.4158312411,79507.128701379,7950.7128701379,0.1
1990,New Zealand,Goats,Demersal Fish,animals,animals,7.42532691236552,29.701307649462095,33.0014529438468,3.30014529438468,0.1
2001,Philippines,"Chickens, broilers",Copra Cake,crops,crops,22182.8192053153,24403.5414799948,27115.0460888831,2711.50460888831,0.0999999999999999
1971,Angola,"Chickens, broilers",Cottonseed Cake,crops,crops,1487.67373951042,1666.86133278478,1852.06814753864,185.206814753864,0.1
1969,Cameroon,"Cattle, non-dairy",DDGS,crops,crops,3924.4279292632,4331.59815591965,4812.88683991072,481.288683991071,0.0999999999999998
2009,Jordan,Buffalo,Fodder legumes,residues,residues_grazers,11.0442822833227,53.8930204842581,59.8811338713979,5.98811338713979,0.1
2010,Palestine,Goats,"Oranges, Mandarines",crops,crops,2.8027767907143193e-18,2.3108061593819102e-17,2.56756239931323e-17,2.56756239931324e-18,0.1
2001,Guatemala,"Cattle, dairy",Barley and products,crops,crops,3.68093294266749e-14,4.15924626290112e-14,4.6213847365568e-14,4.621384736556801e-15,0.0999999999999999
2014,Mauritius,"Chickens, layers","Pulses, Other and products",crops,crops,74.060440912043,78.4538568983506,136.377899302909,57.924042404558,0.424731886182695
2005,Ethiopia,"Cattle, dairy","Oilseed Cakes, Other",crops,crops,15747.4929413113,17518.3012232999,19464.7791369999,1946.47791369999,0.0999999999999999
1985,Bulgaria,Asses,Milk - Excluding Butter,animals,animals,550.326820420023,4624.59512958003,5150.42385093506,525.82872135503,0.102094261865374
2003,United Kingdom,"Cattle, dairy",Rape and Mustard Cake,crops,crops,92610.8508451708,103823.823817456,115359.804241618,11535.9804241618,0.1
1976,Zimbabwe,Pigs,Other crop residues,residues,residues,48510.8327907998,53920.8960253425,93359.5543789283,39438.6583535858,0.422438374046988
1979,Morocco,Turkeys,Barley and products,crops,crops,23040.0050723985,26033.9040366085,28926.5600406761,2892.65600406761,0.1
1965,Iran,"Chickens, broilers",Soy hulls,residues,residues,0.406975123806609,0.442364265007183,0.491515850007981,0.0491515850007981,0.0999999999999999
2021,Congo,Pigs,Molasses,crops,crops,924.219758629267,1228.19901478972,1695.37237334529,467.173358555569,0.275557963489606
1965,Denmark,Goats,"Roots, Other",crops,crops,0.00414693768075295,0.0138077836207091,0.0153419818007878,0.00153419818007878,0.0999999999999998
1999,Papua New Guinea,Ducks,Other crop residues,residues,residues,106.27388333286,118.125842904253,165.271987482454,47.146144578201,0.285263977860775
2017,Jordan,"Chickens, broilers","Oilcrops, Other",crops,crops,240.764026970526,261.72373617595,291.823874964953,30.1001387890034,0.103144880769671
1991,Iran,Geese,Maize and products,crops,crops,1738.16096115748,2016.42802918502,2240.47558798335,224.047558798335,0.0999999999999999
1970,Venezuela,Buffalo,Sesameseed Cake,crops,crops,9.45909710422864e-15,1.05227741958602e-14,1.16919713287335e-14,1.1691971328733502e-15,0.1
2007,Iraq,Buffalo,Soy hulls,residues,residues,5.79372791682279,6.2975303443726,8.9681387478448,2.6706084034722,0.297788479701431
1979,Japan,Goats,Fodder cereal and grasses,residues,residues_grazers,886.41669858576,3904.91937702978,6618.53310009526,2713.61372306548,0.410002289333028
1995,Egypt,Buffalo,Sunflowerseed Cake,crops,crops,11260.7021559665,12374.3979735896,13749.3310817662,1374.93310817662,0.1
2012,North Korea,Pigs,Soyabeans,crops,crops,15114.6495330911,17575.1738756874,20255.8482934271,2680.67441773969,0.13234076296916
2008,El Salvador,Pigs,Barley and products,crops,crops,0.0434376645668509,0.0490821068551987,0.0570157418266801,0.00793363497148138,0.139148149568912
1997,Japan,Pigs,Milk - Excluding Butter,animals,animals,307.809878657822,2586.63763578001,3833.36784886114,1246.73021308112,0.325231040233073
1988,Sweden,Pigs,DDGS,crops,crops,3549.26326960005,3917.50912759388,4352.78791954875,435.278791954876,0.1
1996,Bulgaria,Sheep,"Vegetables, Other",crops,crops,245.640896238115,2064.209212085,2293.56579120556,229.356579120556,0.1
1990,Indonesia,Ducks,Soyabean Cake,crops,crops,54159.2991003728,61544.6580686055,68382.9534095617,6838.29534095616,0.1
2012,Germany,"Chickens, broilers",Soyabeans,crops,crops,3899.41386562383,4534.20216933004,5038.00241036671,503.80024103667,0.0999999999999998
1975,Denmark,"Chickens, broilers",Rye and products,crops,crops,1091.48255525935,1245.98465212254,1384.42739124727,138.442739124727,0.1
1978,Belgium-Luxembourg,Horses,Maize and products,crops,crops,3.94026089509071e-12,4.57106832377113e-12,5.0789648041901395e-12,5.078964804190139e-13,0.1
1963,Australia,Turkeys,Other crop residues,residues,residues,2246.40943034819,2496.93526900503,5363.3895203202,2866.45425131517,0.534448270157346
1969,Portugal,"Chickens, broilers",Fodder vegetables and roots,residues,residues,30206.900871412,302069.00871412,491457.410416508,189388.401702388,0.385360761051262
2001,Turkey,Geese,Rye and products,crops,crops,35.0388854896763,39.998727727941,44.4430308088233,4.44430308088233,0.0999999999999999
2002,India,Sheep,"Oilcrops, Other",crops,crops,0.362091173311909,0.39361301564842,0.437347795164911,0.0437347795164911,0.1
2020,"China, mainland","Chickens, broilers",Sugar cane,crops,crops,280070.97887853,949393.148740778,1055886.2559448,106493.107204019,0.100856608942911
1977,Iraq,"Cattle, non-dairy",Sorghum and products,crops,crops,1735.7491369894,2006.64640114382,2229.60711238202,222.960711238202,0.1
1986,Iraq,Goats,Sesameseed Cake,crops,crops,58.1347871872681,64.6720539767513,71.8578377519459,7.18578377519458,0.0999999999999998
2016,Oman,"Cattle, dairy","Oilcrops, Other",crops,crops,42.0467867702537,45.7071692402432,50.7857436002702,5.07857436002701,0.1
2020,Netherlands,Sheep,Beans,crops,crops,5.94143035427353,6.04418143873197,6.71575715414664,0.671575715414663,0.1
2016,Mongolia,"Cattle, dairy",Straw,residues,residues_grazers,40398.4540949511,46143.2942261007,51270.3269178896,5127.03269178896,0.1
1985,Fiji,"Chickens, broilers",Sorghum and products,crops,crops,2.44911560371435,2.83134751874491,3.1459416874943402,0.314594168749434,0.0999999999999999
1983,Hungary,"Cattle, non-dairy",Eggs,animals,animals,54.1680313971522,229.525556767594,320.14962740564,90.6240706380465,0.283067862275606
1965,"China, mainland",Mules,DDGS Barley,crops,crops,0.749290068011228,0.815331956486647,0.905924396096274,0.0905924396096275,0.1
2014,Austria,Sheep,Fodder cereal and grasses,residues,residues_grazers,9982.89589214004,43977.5149433482,48863.9054926091,4886.39054926091,0.1
1994,Croatia,Goats,Sugarbeet pulp,residues,residues,18555.4285471721,20778.7553719732,40671.8175482468,19893.0621762735,0.489111708683181
1989,USSR,Horses,Cassava and products,crops,crops,16873.7398481455,40561.8746349651,45068.7495944057,4506.87495944057,0.1
1975,Bolivia,Sheep,Fodder cereal and grasses,residues,residues_grazers,2329.26474373167,10261.0781662188,11401.1979624653,1140.11979624653,0.0999999999999998
1966,France,"Cattle, dairy",Potatoes and products,crops,crops,63163.4395533894,278253.037680129,309170.04186681,30917.004186681,0.0999999999999998
1975,Lesotho,"Cattle, dairy",Straw,residues,residues_grazers,15393.4779374203,17582.4990718679,33721.2657468147,16138.7666749468,0.478593146417443
2020,Kazakhstan,Camels,Brans,residues,residues,981.766187994274,1106.21542309214,1279.44488589147,173.229462799331,0.135394235976512
2015,Ukraine,Goats,Brans,residues,residues,1960.50742662804,2209.02245253864,5128.95812061451,2919.93566807586,0.569303862384828
2012,Benin,"Chickens, layers",Soyabean Cake,crops,crops,161.636237844509,183.677543005124,238.769007842557,55.0914648374326,0.230731221506602
1977,Mauritius,"Cattle, dairy",Groundnut Cake,crops,crops,1.43539976228041e-14,1.57390324811449e-14,1.7487813867938802e-14,1.74878138679388e-15,0.1
1991,Japan,Sheep,Cottonseed Cake,crops,crops,0.49159163240298,0.550802949471126,0.61200327719014,0.061200327719014,0.1
2021,Haiti,Turkeys,"Pulses, Other and products",crops,crops,20.7222342024284,21.9515192822335,24.3905769802594,2.43905769802594,0.1
2006,Tajikistan,Goats,Rye and products,crops,crops,10.2954949955716,11.7528481684607,13.9192758495017,2.16642768104092,0.155642269358322
2001,Denmark,Goats,"Oilseed Cakes, Other",crops,crops,3.77276000073968e-17,4.19700750986151e-17,4.6633416776238997e-17,4.6633416776239e-18,0.1
1998,Belarus,Ducks,Brans,residues,residues,0.645342709976757,0.727146715466768,0.807940794963076,0.0807940794963075,0.0999999999999999
2017,DR Congo,"Cattle, non-dairy","Pulses, Other and products",crops,crops,196.603301643125,208.266209367717,387.024128715817,178.7579193481,0.461877971126078
1961,Burundi,"Cattle, non-dairy","Sweeteners, Other",crops,crops,0.0747690338319942,0.0751447576200947,0.0834941751334386,0.00834941751334387,0.1
1995,New Zealand,Goats,Grassland,grass,grass,63922.2824661467,319611.412330734,319611.412330734,0,0
1971,French Guiana,Ducks,DDGS,crops,crops,0.0182503239408924,0.0201438454093736,0.0223820504548595,0.00223820504548595,0.0999999999999998
1996,Slovenia,"Cattle, non-dairy",Rice and products,crops,crops,13.9121672352407,16.1020454111582,17.8911615679535,1.78911615679535,0.1
1971,Indonesia,Sheep,Other crop residues,residues,residues,28126.271210089,31262.9913413365,51020.6219944162,19757.6306530797,0.387247937809187
2020,Bosnia and Herzegovina,Horses,Wheat and products,crops,crops,2527.7341038078,2875.69295086212,5485.90960189368,2610.21665103156,0.475803802915481
1994,Poland,Horses,Maize and products,crops,crops,3078.25426060652,3571.06062715374,3967.84514128193,396.784514128193,0.1
2002,United Kingdom,Horses,Molasses,crops,crops,1900.51161861237,2525.59683536527,2806.21870596141,280.621870596141,0.1
1964,Australia,Turkeys,"Fish, Body Oil",animals,animals,0.371339285925189,0.378917638699173,0.581029939666579,0.202112300967406,0.347851783822684
1973,Colombia,Rabbits and hares,Barley and products,crops,crops,2.39355903562587e-5,2.7045864809331802e-05,3.00509608992576e-5,3.00509608992575e-6,0.0999999999999998
1966,South Africa,"Cattle, dairy",Soyabean Cake,crops,crops,125.530006848244,142.647735054823,158.497483394248,15.8497483394248,0.1
2008,South Africa,Pigs,Maize and products,crops,crops,408702.150956043,474132.425703066,526813.80633674,52681.3806336741,0.1
2005,Netherlands,Turkeys,Sugarbeet pulp,residues,residues,30175.3601921525,33790.9968557138,37545.5520619043,3754.55520619042,0.1
2020,Finland,Turkeys,Sugar beet,crops,crops,2.3734438071465,9.49377522858599,10.5486391428733,1.05486391428733,0.1
1998,Malta,Sheep,Fodder legumes,residues,residues_grazers,330.579274301993,1613.13475557676,1792.37195064084,179.237195064084,0.1
2018,Morocco,"Chickens, layers","Cereals, Other",crops,crops,308.790282281998,353.880564166171,396.388862367064,42.5082982008937,0.107238881403106
2018,Germany,"Cattle, non-dairy",Fodder legumes,residues,residues_grazers,649858.89638369,3171130.3565257,3523478.1739174402,352347.817391743,0.0999999999999998
1988,Tunisia,Sheep,Maize and products,crops,crops,14767.2053808606,17131.3287480981,19034.809720109,1903.4809720109,0.1
2012,Libya,Sheep,Rice and products,crops,crops,1541.92080906243,1784.63056604448,2053.45506642426,268.82450037978,0.13091326164146
1974,Sudan,"Cattle, dairy",Sorghum and products,crops,crops,11326.9478905875,13094.7374457658,14549.7082730732,1454.97082730732,0.1
1989,Dominican Republic,"Cattle, dairy",Grassland,grass,grass,218882.433198578,1094412.16599289,1094412.16599289,0,0
2005,Belgium,Pigs,Rye and products,crops,crops,27076.3278549433,30909.0500627207,34343.3889585785,3434.33889585784,0.0999999999999998
2017,Gabon,Pigs,Maize and products,crops,crops,1686.91735205563,1956.98068683948,3813.03738801144,1856.05670117196,0.486765932851218
2014,Switzerland,Horses,Brans,residues,residues,77.819529951559,87.6839774102073,97.4266415668971,9.74266415668971,0.1
1963,Switzerland,"Cattle, non-dairy",Cassava and products,crops,crops,0.335212879853472,0.80580019195546,0.895333546617178,0.0895333546617179,0.1
2021,Georgia,"Chickens, layers","Cereals, Other",crops,crops,1563.70898259549,1792.04543894049,1991.16159882277,199.116159882277,0.1
2015,Sweden,"Cattle, dairy",Palmkernel Cake,crops,crops,7161.67731651769,7835.53316905655,8706.14796561839,870.614796561838,0.1
1985,Albania,"Cattle, dairy",Potatoes and products,crops,crops,38.2697617953164,168.589259010205,187.321398900227,18.7321398900227,0.0999999999999998
2021,Turkey,Geese,Molasses,crops,crops,152.125758993896,202.160477068301,224.622752298112,22.4622752298112,0.1
1995,Tajikistan,"Chickens, layers",Rye and products,crops,crops,50.5010572913251,57.6496087800515,64.0551208667239,6.4055120866724,0.1
2015,Ghana,Goats,Rice and products,crops,crops,1648.27130662356,1907.72141970319,7209.55208009014,5301.83066038695,0.735389744257269
1991,Paraguay,Pigs,Cassava and products,crops,crops,301241.77846396,724138.890538364,804598.767264849,80459.8767264847,0.0999999999999998
2015,Tanzania,"Cattle, dairy","Oilseed Cakes, Other",crops,crops,26891.7035891346,29915.6802697335,33239.6447441483,3323.96447441483,0.0999999999999999
1998,Puerto Rico,Goats,Eggs,animals,animals,0.00268673517924869,0.0113844710985114,0.0126494123316793,0.00126494123316793,0.0999999999999998
1973,Greece,Goats,Sunflowerseed Cake,crops,crops,88.9814462731753,97.7818090914014,108.646454546002,10.8646454546002,0.1
1986,Vanuatu,Pigs,"Roots, Other",crops,crops,976.174143732634,3250.30236536948,3611.44707263276,361.144707263276,0.1
1967,Turkey,"Chickens, layers",Sunflowerseed Cake,crops,crops,292.271017725825,321.176942555852,356.863269506502,35.6863269506501,0.1
2021,Mongolia,Goats,Rape and Mustard Cake,crops,crops,8.52525255312678,9.55745801920042,10.6193977991116,1.06193977991116,0.0999999999999999
2011,Ghana,Pigs,Groundnut Cake,crops,crops,1992.21036151949,2184.44118587664,8261.12559388523,6076.68440800859,0.735575841203343
1990,Pakistan,"Chickens, broilers","Fish, Body Oil",animals,animals,0.164572527270181,0.167931150275695,0.186590166972994,0.0186590166972994,0.1
2010,Mauritius,"Cattle, non-dairy",Soyabean Cake,crops,crops,1203.44710779829,1367.55353158897,1579.18686005339,211.633328464418,0.134014114363429
1992,Japan,Sheep,Maize and products,crops,crops,307.775215978128,357.047814359777,396.719793733086,39.6719793733085,0.0999999999999999
2011,Ghana,"Cattle, dairy","Oilcrops, Other",crops,crops,159.962580805138,173.888121175981,657.610567685313,483.722446509332,0.735575841203343
2003,Sudan,Goats,Other crop residues,residues,residues,411122.305749771,456971.810762991,707096.69949971,250124.888736719,0.353735053372034
2014,Ethiopia,"Chickens, layers","Pulses, Other and products",crops,crops,951.512723582499,1007.95839362553,1119.95377069503,111.995377069503,0.1
1983,"China, Taiwan",Turkeys,Palm kernels,crops,crops,0.256301058258616,0.394309320397871,0.452358300409653,0.0580489800117825,0.128325223521297
1985,Ecuador,Goats,Other crop residues,residues,residues,2914.79116038186,3239.85679182867,3648.09308173058,408.236289901909,0.111904022390857
2009,Papua New Guinea,Horses,Palmkernel Cake,crops,crops,1.6452636351234802e-15,1.8000696226733902e-15,2.00007735852599e-15,2.00007735852599e-16,0.1
1963,Uruguay,"Cattle, non-dairy",DDGS,crops,crops,132.035089236376,145.734094079886,161.926771199873,16.1926771199873,0.1
1986,Congo,Goats,Grassland,grass,grass,16147.7162285234,80738.5811426172,80738.5811426172,0,0
1976,Iraq,"Chickens, layers",Fodder vegetables and roots,residues,residues,558.001935735801,5580.01935735801,6200.02150817557,620.002150817557,0.1
2015,Austria,Sheep,Palmkernel Cake,crops,crops,0.150777028313739,0.16496392594501,0.183293251050011,0.018329325105001,0.1
1985,Yugoslav SFR,Ducks,Sesameseed Cake,crops,crops,0.0305660941855302,0.0340032567188618,0.0377813963542909,0.00377813963542908,0.1
2006,Sao Tome and Principe,"Chickens, broilers",Palmkernel Cake,crops,crops,150.579374465755,164.747674470192,183.052971633546,18.3052971633546,0.1
2011,Ukraine,Rabbits and hares,Other crop residues,residues,residues,12.5291024790861,13.9263828963536,50.8063448247818,36.8799619284282,0.725892839873009
1978,Italy,Rabbits and hares,Wheat and products,crops,crops,0.829641952675793,0.943847500199992,1.04871944466666,0.10487194446666501,0.0999999999999998
1979,India,Pigs,Copra Cake,crops,crops,7543.31335514992,8298.47453811872,9220.52726457635,922.052726457634,0.0999999999999999
2016,Tunisia,Turkeys,"Sweeteners, Other",crops,crops,1462.76771735977,1470.11830890429,1817.18353919666,347.065230292367,0.190990740784389
1997,Latvia,Horses,Rape and Mustard Cake,crops,crops,0.565166362451268,0.63359457673909,0.703993974154544,0.0703993974154544,0.1
1992,Dominica,"Chickens, broilers",Bananas,crops,crops,25.5917558146399,102.778135801767,114.19792866863,11.4197928668629,0.1
1996,France,"Cattle, dairy",Groundnut Cake,crops,crops,7301.89850416083,8006.46765807109,8896.07517563454,889.607517563455,0.1
2008,Oman,Goats,Sunflowerseed Cake,crops,crops,61.4053366629803,67.4783919373409,74.9759910414899,7.49759910414899,0.1
2009,Venezuela,Sheep,"Oilcrops, Other",crops,crops,4.71143774580408e-20,5.1215918968791496e-20,5.690657663199059e-20,5.6906576631990605e-21,0.1
1977,Yugoslav SFR,"Chickens, broilers",Pelagic Fish,animals,animals,2934.45504471121,11737.8201788448,13469.699663227,1731.8794843822,0.12857595400663
1996,Sweden,"Chickens, broilers",Rape and Mustardseed,crops,crops,144.4531537803,158.391615987172,175.990684430191,17.5990684430191,0.1
1992,Ecuador,Goats,Pelagic Fish,animals,animals,64.6198996429409,258.479598571764,287.199553968626,28.7199553968626,0.0999999999999998
2015,Algeria,Horses,Fodder legumes,residues,residues_grazers,483.317238126859,2358.45346456768,2620.50384951964,262.050384951964,0.1
2019,Chile,Horses,Crustaceans,animals,animals,10.083307097949,40.3332283917959,44.8146982131066,4.48146982131066,0.1
1986,Philippines,Goats,Copra Cake,crops,crops,53.4476075959505,58.7982481803635,65.3313868670706,6.53313868670704,0.0999999999999998
1985,Viet Nam,Horses,Molasses,crops,crops,9.02980068674396e-14,1.19997351318857e-13,1.33330390354285e-13,1.33330390354285e-14,0.1
1986,Germany,"Cattle, dairy",Sweet potatoes,crops,crops,178.320215837271,691.163627276243,767.959585862492,76.795958586249,0.0999999999999997
1966,Turkey,Horses,Sunflowerseed Cake,crops,crops,105.756666329456,116.216116845556,129.129018717284,12.9129018717284,0.1
1997,Slovakia,Horses,"Pulses, Other and products",crops,crops,1.8760613237206306e-15,1.98735309716168e-15,2.2081701079574203e-15,2.20817010795742e-16,0.1
1978,Spain,"Cattle, dairy",Tomatoes and products,crops,crops,251.485670784343,4046.89585170206,4524.49793247918,477.602080777119,0.105559133389949
2001,Croatia,"Chickens, layers","Oilcrops, Other",crops,crops,172.290148044594,187.288864619542,328.964379225661,141.675514606119,0.430671293164338
2015,Eswatini,"Cattle, non-dairy","Sweeteners, Other",crops,crops,2593.61617709392,2606.64942421499,2896.27713801666,289.627713801666,0.1
1972,Bolivia,"Chickens, broilers",Bananas,crops,crops,890.238191818412,3575.25378240326,3972.50420267029,397.250420267028,0.1
2003,Indonesia,"Cattle, non-dairy",Palmkernel Cake,crops,crops,16470.3110384706,18020.0339589394,20592.5044626296,2572.47050369018,0.124922663406901
1995,Italy,"Chickens, broilers",Peas,crops,crops,15925.5756386642,17382.8367895188,19314.2630994654,1931.42630994653,0.0999999999999998
1983,Malawi,Sheep,Cottonseed Cake,crops,crops,0.946916564167875,1.06097094024412,1.17885660027124,0.117885660027124,0.1
1996,Mozambique,"Chickens, broilers",Sunflowerseed Cake,crops,crops,756.93911352011,831.801223648473,924.223581831636,92.4223581831635,0.0999999999999999
1969,Finland,Goats,"Fish, Body Oil",animals,animals,0.0203312568876632,0.0207461804976155,0.0230513116640172,0.00230513116640172,0.1
1976,Saint Vincent and the Grenadines,Goats,Cassava and products,crops,crops,1.39159113784012e-16,3.34517100442335e-16,3.7168566715815e-16,3.71685667158151e-17,0.1
1962,Iraq,"Chickens, broilers",Milk - Excluding Butter,animals,animals,79.102862121382,664.729933793126,738.588815325696,73.8588815325694,0.0999999999999998
2013,Israel,"Chickens, broilers","Oilseed Cakes, Other",crops,crops,37096.7097146117,41268.2410842069,45853.6012046744,4585.36012046743,0.1
1961,Spain,Asses,"Pulses, Other and products",crops,crops,1652.57992030525,1750.61432235726,1945.1270248414,194.51270248414,0.1
1984,Argentina,Ducks,"Vegetables, Other",crops,crops,0.0044903333330331904,0.0377338935549008,0.0419265483943342,0.00419265483943342,0.1
2019,Philippines,Buffalo,Sunflowerseed Cake,crops,crops,351.932975940899,386.739534000988,497.523289378171,110.783755377183,0.222670491497284
1965,Hungary,Pigs,Tomatoes and products,crops,crops,136.43944227908,2195.57723207715,2439.5302578635,243.95302578635,0.1
1998,Palestine,Goats,Sesame seed,crops,crops,1.4708062387430698e-20,1.5988472565374398e-20,1.7764969517082698e-20,1.7764969517082702e-21,0.1
1966,United Kingdom,"Cattle, dairy",Rice and products,crops,crops,953.168564154459,1103.20435666025,1225.78261851139,122.578261851139,0.1
1982,Switzerland,"Cattle, non-dairy",Fodder mix,residues,residues_grazers,794236.352874817,2723172.49851452,3025747.22057169,302574.722057168,0.0999999999999998
1994,Saudi Arabia,"Cattle, non-dairy",Barley and products,crops,crops,501941.580355282,567165.627520093,779324.893317126,212159.265797033,0.272234683655486
1970,Spain,"Cattle, non-dairy","Pulses, Other and products",crops,crops,26484.941420891,28056.0820136558,31173.4244596175,3117.34244596175,0.1
1989,Jamaica,"Chickens, layers",DDGS Barley,crops,crops,284.072645975844,309.110604979155,343.456227754617,34.3456227754617,0.1
1983,Mexico,Ducks,Demersal Fish,animals,animals,0.0199498192918331,0.0797992771673324,0.0886658635192582,0.00886658635192583,0.1
2019,Tanzania,"Chickens, broilers",Sorghum and products,crops,crops,284.288786389051,328.657556519134,365.175062799037,36.5175062799037,0.0999999999999998
2013,Serbia,"Cattle, non-dairy",Oats,crops,crops,8762.25136675387,10102.5188702005,16978.9185224599,6876.39965225941,0.404996327838151
1996,Georgia,"Chickens, broilers",Soyabeans,crops,crops,52.1626043246025,60.6541910751191,67.3935456390212,6.73935456390211,0.0999999999999998
1997,Romania,Horses,Cottonseed Cake,crops,crops,0.125765800567253,0.140914062260227,0.156571180289141,0.0156571180289141,0.0999999999999997
1988,Ireland,Sheep,"Cereals, Other",crops,crops,3.15885783749937,3.62012167414692,4.0223574157188,0.40223574157188,0.1
2014,Azerbaijan,"Cattle, non-dairy",Wheat and products,crops,crops,111246.390770836,126560.171525411,140622.412806012,14062.2412806012,0.1
2009,Belgium,Horses,Fodder mix,residues,residues_grazers,0.0604388945615325,0.207224883266613,0.230249870296236,0.0230249870296236,0.1
1991,Belgium-Luxembourg,"Cattle, non-dairy","Oilseed Cakes, Other",crops,crops,1.6047717664932e-11,1.78522862685811e-11,1.9835873631756697e-11,1.9835873631756698e-12,0.1
1977,Denmark,"Cattle, dairy",Fodder cereal and grasses,residues,residues_grazers,612292.36663229,2697323.2010233,2997025.77891478,299702.57789148,0.1
1983,Libya,Goats,Wheat and products,crops,crops,310.975676918441,353.783477722913,393.092753025459,39.3092753025459,0.0999999999999999
1984,Panama,Horses,"Fish, Body Oil",animals,animals,532.257763914906,543.120167260108,603.466852511231,60.346685251123,0.0999999999999998
1965,Haiti,Turkeys,Cassava and products,crops,crops,25.8268207939382,62.0837038315821,68.9818931462024,6.89818931462023,0.1
1995,Belarus,"Chickens, broilers","Oilcrops, Other",crops,crops,619.648786447675,673.592303412637,748.435892680708,74.8435892680707,0.0999999999999999
1963,Romania,Ducks,Maize and products,crops,crops,38434.4070048784,44587.4791239889,49541.6434710988,4954.16434710988,0.1
2005,Kazakhstan,Camels,Wheat and products,crops,crops,9914.46397297211,11279.2536666349,12532.5040740388,1253.25040740388,0.1
2014,Kazakhstan,Ducks,"Fish, Body Oil",animals,animals,0.00543701861816797,0.00554797818180405,0.00619488553969232,6.4690735788827e-4,0.104426038825634
2008,Bahrain,"Cattle, dairy",Grassland,grass,grass,10091.9292005809,50459.6460029046,50459.6460029046,0,0
1982,Bolivia,"Chickens, layers","Oilcrops, Other",crops,crops,5.36010332518179,5.82672704974921,6.47414116638801,0.6474141166388,0.1
1997,Thailand,Goats,Straw,residues,residues_grazers,351.987034610301,402.041158892405,602.47314280236,200.431983909955,0.332682022932442
2017,Eswatini,Goats,"Oilseed Cakes, Other",crops,crops,1.31461463039573,1.46244327104373,1.62793526836158,0.16549199731785,0.101657603059615
2008,Ukraine,Sheep,Maize and products,crops,crops,32229.1629173944,37388.8200897847,50498.3653897564,13109.5452999716,0.259603359411529
2018,Austria,Turkeys,Other crop residues,residues,residues,3240.01156909743,3601.34668665887,4001.49631850986,400.149631850986,0.1
2015,Kazakhstan,"Chickens, layers",Other crop residues,residues,residues,252176.457790886,280299.878982089,519087.402472942,238787.523490853,0.460014098499145
1981,Honduras,"Cattle, non-dairy",Sesameseed Cake,crops,crops,62.0477091765068,69.0249847147568,76.6944274608409,7.6694427460841,0.1
2000,Bulgaria,Pigs,Rape and Mustard Cake,crops,crops,1397.82919654262,1567.07309029442,1741.19232254936,174.119232254936,0.1
1996,Bulgaria,"Chickens, layers",Wheat and products,crops,crops,84841.7125551504,96520.7196304327,107245.244033814,10724.5244033814,0.1
2007,Pakistan,"Cattle, dairy",Palmkernel Cake,crops,crops,10.8319364856515,11.8511340105597,13.1679266783996,1.31679266783996,0.0999999999999997
1971,Denmark,Pigs,Cottonseed Cake,crops,crops,164753.668229865,184597.947596488,205108.830662764,20510.8830662764,0.1
2013,Ireland,Turkeys,Fodder vegetables and roots,residues,residues,400.823557409253,4008.23557409253,4453.59508232504,445.359508232504,0.1
1998,Germany,Sheep,Sunflowerseed Cake,crops,crops,132.05551339694,145.115948787846,161.239943097606,16.1239943097606,0.1
1994,Czechia,Horses,Maize and products,crops,crops,88.5622849216086,102.740469746646,114.156077496273,11.4156077496273,0.1
2009,Iran,Goats,Molasses,crops,crops,3733.36985312856,4961.28884136685,5512.54315707428,551.254315707427,0.0999999999999998
1992,Republic of Moldova,"Cattle, non-dairy",Fodder mix,residues,residues_grazers,336.102307917679,1152.38311403878,1840.85459770332,688.471483664536,0.373995580380703
1994,Egypt,Sheep,DDGS,crops,crops,278.094755927054,306.947854224121,341.053171360134,34.1053171360134,0.1
2012,Pakistan,"Cattle, non-dairy",Peas,crops,crops,495.069751675697,540.370840468289,600.412044964765,60.0412044964764,0.0999999999999999
2017,Lao,"Chickens, layers",Rice and products,crops,crops,7382.79333983352,8544.89969888139,15132.3853499995,6587.48565111811,0.435323678240743
1967,Haiti,"Chickens, broilers",Other crop residues,residues,residues,5471.21249982226,6081.37736178836,11019.5981781663,4938.22081637798,0.448130751823811
2014,Gambia,"Chickens, broilers",Milk - Excluding Butter,animals,animals,2.89998892177307,24.3696548048157,27.077394227573,2.7077394227573,0.1
1964,Poland,Turkeys,Milk - Excluding Butter,animals,animals,125.494274397379,1054.57373443176,1270.55190106153,215.978166629772,0.169987677362354
1972,Austria,Pigs,DDGS Barley,crops,crops,32781.4615804066,35670.7960613782,39634.2178459758,3963.42178459757,0.0999999999999999
1995,Lao,"Chickens, layers",Groundnut Cake,crops,crops,14.676149391777,16.0922690699309,17.8802989665899,1.78802989665899,0.1
1978,Australia,"Cattle, non-dairy",Fodder vegetables and roots,residues,residues,99583.2343379127,995832.343379127,1192283.32421979,196450.980840661,0.164768706271402
2003,Philippines,Pigs,Bananas,crops,crops,100288.855920609,402766.489641001,447518.321823334,44751.8321823334,0.1
2012,Ethiopia,Goats,Barley and products,crops,crops,321.200935700522,362.93891039607,403.265455995634,40.3265455995634,0.1
2011,Namibia,Sheep,Pelagic Fish,animals,animals,6.96237908592846,27.8495163437138,30.9439070485709,3.09439070485709,0.1
