Year,area,area_code,ProcessedItem,Element,Value,item_code,Item,Product_fraction,value_proc_raw,item,Scaling,cf,value_proc
2014,Slovakia,199,Soyabeans,Production,74000,2555,Soy hulls,0.05,3700,Soy hulls,0.918918918918919,0.0459459459459459,3400
1995,North Korea,116,Soyabeans,Production,213452.698635828,2555,Soyabean Oil,0.181052196919713,38646.0800264581,Soyabean Oil,0.955996053796561,0.173085185786443,36945.5
1997,Australia,10,Wine,Production,4111.88632119937,2655,"Beverages, Alcoholic",0.0170896319932693,70.2706240274553,"Beverages, Alcoholic",0.0246829097640433,4.2182184439057e-4,1.7344834719327
1970,Bolivia,19,Sugar cane,Production,1467867,2536,"Sweeteners, Other",0.00684790633562994,10051.8157291621,"Sweeteners, Other",5,0.0342395316781497,50259.0786458106
1983,Sweden,210,Sugar beet,Production,1923790,2537,Sugarbeet pulp,0.84,1615983.6,Sugarbeet pulp,0.994911086968952,0.83572531305392,1607760
1994,Guinea,90,Sugar cane,Production,210526.315789474,2536,Sugar (Raw Equivalent),0.102693957804824,21619.7805904893,Sugar (Raw Equivalent),0.878824829904065,0.09025,19000
1970,Guinea,90,Coconuts - Incl Copra,Production,9000,2560,Coconut Oil,0.121401540102978,1092.61386092681,Coconut Oil,0.951845878211562,0.115555555555556,1040
1961,Bulgaria,27,"Fruits, Other",Production,11341.4042922206,2625,"Beverages, Alcoholic",0.0138069260921662,156.589930844066,"Beverages, Alcoholic",4.33421053493167,0.0598421245236896,678.693727928573
2001,Kyrgyzstan,113,Molasses,Production,7000,2544,"Sweeteners, Other",0.0533673542780214,373.57147994615,"Sweeteners, Other",0.168926706967627,0.00901517141776087,63.1061999243261
2009,"China, mainland",41,Rice and products,Production,33.5841598270822,2807,"Alcohol, Non-Food",0.027717879108756,0.930881682056206,"Alcohol, Non-Food",0.084172844454138,0.00233309272681992,0.0783549590289234
1999,Turkmenistan,213,Cottonseed,Production,237406.186612576,2559,Cottonseed Oil,0.159754090854426,37926.6095055083,Cottonseed Oil,1.08630854529763,0.173542234041417,41200
2012,Zimbabwe,181,Grapes and products (excl wine),Production,1994.61454074,2620,Wine,0.715419180535326,1426.98550022006,Wine,1.40155593710768,1.0027,2000
2009,Puerto Rico,177,"Lemons, Limes and products",Production,1.71610680409339,2612,"Sweeteners, Other",0.0155067822969464,0.0266112946093846,"Sweeteners, Other",1,0.0155067822969464,0.0266112946093846
2010,Angola,7,Barley and products,Production,97997.6667222209,2513,Beer,5.39253655842783,528456.000440203,Beer,1.39286272850251,7.51106318432135,736066.666666667
2006,Puerto Rico,177,Plantains,Production,8404.75358027072,2616,"Beverages, Fermented",0.0214766137855578,180.505646606258,"Beverages, Fermented",1,0.0214766137855578,180.505646606258
2008,Guinea,90,Palm kernels,Production,10800,2562,Palmkernel Oil,0.454994504067466,4913.94064392863,Palmkernel Oil,1.00489614299698,0.457222222222222,4938
2010,United States of America,231,"Oilcrops, Other",Production,395957,2570,"Oilseed Cakes, Other",1.41881619129288,561790.202655755,"Oilseed Cakes, Other",2.44296891172554,3.46612384678134,1372436
1988,Iceland,99,Wheat and products,Production,2921.27487528791,2511,Beer,4.99660850031708,14596.4668736263,Beer,0.136428710623244,0.681680855187399,1991.37715522373
2009,Australia,10,Rape and Mustardseed,Production,650024.5,2558,Rape and Mustard Oil,0.40452125916591,262948.729228691,Rape and Mustard Oil,0.996420483827961,0.403073268776792,262007.5
2008,Spain,203,Sunflower seed,Production,869758,2557,Sunflowerseed Cake,0.455811563408458,396445.753767014,Sunflowerseed Cake,0.943110113924266,0.429880495494149,373892
2010,Lithuania,126,Sunflower seed,Production,2250,2557,Sunflowerseed Cake,0.454808879807108,1023.31997956599,Sunflowerseed Cake,1.37786814305923,0.626666666666667,1410
1967,South Africa,202,Groundnuts,Production,181954.496910421,2552,Groundnut Cake,0.380713670769361,69272.5644317587,Groundnut Cake,0.915860420650364,0.348680582658171,63444
1989,Uruguay,234,Apples and products,Production,1844.04354447021,2617,"Sweeteners, Other",0.0128201522303156,23.6409189594389,"Sweeteners, Other",0.0979823915356508,0.00125614917537743,2.31639377774633
1971,Pakistan,165,Sugar cane,Production,19192000.8284196,2536,Sugar (Raw Equivalent),0.100139992148591,1921886.81227369,Sugar (Raw Equivalent),0.290970892680001,0.0291378229084439,559213.121397198
2002,Bangladesh,16,Sugar beet,Production,265563.277449111,2537,"Sweeteners, Other",0.0151597656686714,4025.87705633289,"Sweeteners, Other",3.1087557853915,0.0471280092276616,12515.4685901498
1990,Cuba,49,Sugar cane,Production,75000000,2536,"Beverages, Alcoholic",0.0190215446971975,1426615.85228982,"Beverages, Alcoholic",0.0469642895755437,8.9333333333333e-4,67000
2001,Finland,67,Sugar beet,Production,1105100.5,2537,Sugar (Raw Equivalent),0.108435793069016,119832.449138466,Sugar (Raw Equivalent),1.17831189310705,0.127771184611716,141200
2004,Spain,203,Sugar beet,Production,7174975.5,2537,"Beverages, Fermented",0.0209316849210116,150184.326481977,"Beverages, Fermented",0.195119840544244,0.00408418702411015,29303.9418354082
2015,Zambia,251,Groundnuts,Production,18165.7142857143,2552,Groundnut Oil,0.262937217256979,4776.44236377106,Groundnut Oil,1.0468042151884,0.275243787354514,5000
1982,Australia,10,Wheat and products,Production,83535.0106554252,2511,Brans,0.21,17542.3522376393,Brans,0.972562274937875,0.204238077736954,17061.03
2012,Slovakia,199,Molasses,Production,2712,2544,"Alcohol, Non-Food",0.0248016681156824,67.2621239297306,"Alcohol, Non-Food",2.39781737593184,0.0594698707598778,161.282289500789
1970,"China, mainland",41,Soyabeans,Production,2477121.03488612,2555,Soyabean Oil,0.175438765799787,434583.057097111,Soyabean Oil,0.828380200564411,0.14533,360000
2004,Slovakia,199,Sugar beet,Production,1598886.5,2537,"Alcohol, Non-Food",0.0084107230129252,13447.7914806054,"Alcohol, Non-Food",0.00313101311395658,2.63340840513252e-5,42.1052114795291
2011,Lebanon,121,Barley and products,Production,8347.82608695652,2513,Beer,5.66761910326786,47312.2986011926,Beer,0.866582288584189,4.91145833333333,41000
2011,South Africa,202,Soyabeans,Production,308001.802265705,2555,Soyabean Oil,0.186916191578577,57570.5238788435,Soyabean Oil,0.748068000167933,0.139826021633192,43066.6666666667
2013,Iran,102,Apples and products,Production,2236.27519110493,2617,"Alcohol, Non-Food",0.0263606551145312,58.9496790538996,"Alcohol, Non-Food",0.155253265850015,0.00409257779647687,9.15213019392812
1997,Kazakhstan,108,Sugar beet,Production,120511.804453162,2537,Sugar (Raw Equivalent),0.105095901428693,12665.2967218035,Sugar (Raw Equivalent),1.16459963978638,0.122394648946882,14750
1979,Peru,170,Palm kernels,Production,1150,2562,Palmkernel Cake,0.474084778905383,545.197495741191,Palmkernel Cake,1.19222851366243,0.565217391304348,650
1979,India,100,Rape and Mustardseed,Production,1773643.42012242,2558,Rape and Mustard Cake,0.590632945740591,1047572.23792032,Rape and Mustard Cake,0.98532393532035,0.58196477842697,1032198
2016,Nicaragua,157,Cottonseed,Production,2000,2559,Cottonseed Cake,0.51,1020,Cottonseed Cake,1.06331996579904,0.54229318255751,1084.58636511502
2013,Ireland,104,Rape and Mustardseed,Production,36880.0677853709,2558,Rape and Mustard Oil,0.398274072312075,14688.374784025,Rape and Mustard Oil,0.748891566408253,0.298264093873584,11000
1998,"China, mainland",41,Grapes and products (excl wine),Production,1463863.15008183,2620,"Alcohol, Non-Food",0.0234443408002457,34319.3065754396,"Alcohol, Non-Food",0.134958945282691,0.00316402350724913,4631.69741825466
1992,Switzerland,211,Barley and products,Production,115041.613186721,2513,Beer,4.62550895192515,532126.011639086,Beer,0.758748851153405,3.50959960327299,403750
2005,Serbia and Montenegro,186,Olives (including preserved),Production,875,2563,Olive Oil,0.205432856865937,179.753749757695,Olive Oil,0.439490136403222,0.0902857142857143,79
1996,Lithuania,126,Grapes and products (excl wine),Production,4028.5,2620,"Alcohol, Non-Food",0.0272843786761664,109.915119496936,"Alcohol, Non-Food",1.53646410150854,0.0419214683678947,168.880635320064
2000,Indonesia,101,Coconuts - Incl Copra,Production,7032206.21691696,2560,Copra Cake,0.0772013722307886,542895.969755871,Copra Cake,0.860378462949436,0.0664223979775131,467096
1981,Uganda,226,Sugar cane,Production,157500,2536,Sugar non-centrifugal,0.0142482404323978,2244.09786810266,Sugar non-centrifugal,4.45613363932955,0.0634920634920635,10000
2017,Australia,10,Barley and products,Production,306764.705882353,2513,Beer,4.21875418919523,1294164.88803842,Beer,1.02847227742817,4.33887172887123,1331012.70976844
1996,Belgium-Luxembourg,15,Rape and Mustardseed,Production,489987.521003351,2558,Rape and Mustard Oil,0.378266899528135,185346.060377415,Rape and Mustard Oil,1.01485836611244,0.38388732760954,188100
1999,Belarus,57,Sugar beet,Production,1165860.98727625,2537,"Alcohol, Non-Food",0.00732254992778412,8537.07528818603,"Alcohol, Non-Food",0.0785201092522028,5.7496742033431e-4,670.332084322648
1981,Saint Lucia,189,Molasses,Production,1400,2544,"Sweeteners, Other",0.0316552667494815,44.3173734492741,"Sweeteners, Other",5,0.158276333747407,221.58686724637
1966,Papua New Guinea,168,Sugar cane,Production,8000,2536,"Alcohol, Non-Food",0.00280448983778524,22.4359187022819,"Alcohol, Non-Food",1.3629278079613,0.00382231718706237,30.578537496499
1994,Thailand,216,Wheat and products,Production,8242.10540495451,2511,Brans,0.21,1730.84213504045,Brans,0.999198577956726,0.209831701370913,1729.455
2010,Afghanistan,2,Cottonseed,Production,21000,2559,Cottonseed Cake,0.507612894652452,10659.8707877015,Cottonseed Cake,0.856764606428149,0.434904761904762,9133
2021,Venezuela,236,Cottonseed,Production,3000,2559,Cottonseed Cake,0.51,1530,Cottonseed Cake,0.813548669710388,0.414909821552298,1244.72946465689
2015,Russian Federation,185,Grapes and products (excl wine),Production,564796.58952497,2620,"Alcohol, Non-Food",0.0168643099845948,9524.90476399102,"Alcohol, Non-Food",0.225272400830446,0.00379906359857852,2145.69816386561
2015,Jamaica,109,Sugar cane,Production,1500954.80585614,2536,"Beverages, Alcoholic",0.0182506882465994,27393.4582339156,"Beverages, Alcoholic",0.985636781214121,0.0179885496183206,27000
2002,Ireland,104,Molasses,Production,121600,2544,"Sweeteners, Other",0.0505325522289046,6144.7583510348,"Sweeteners, Other",0.491750469408409,0.0248494062789688,3021.6878035226
1967,Czechoslovakia,51,Cottonseed,Production,19979.5,2559,Cottonseed Cake,0.481801330499511,9626.14968271499,Cottonseed Cake,1.0878700565818,0.524137240671688,10472
1996,Belarus,57,Wheat and products,Production,75325.9129311958,2511,Beer,4.87224792042604,367006.522633212,Beer,0.365958761651202,1.78304181541676,134309.252540764
1978,Chile,40,Sugar beet,Production,840175,2537,Sugarbeet pulp,0.84,705747,Sugarbeet pulp,1,0.84,705747
1994,Spain,203,Sugar cane,Production,100000,2536,"Sweeteners, Other",0.0156210445078936,1562.10445078936,"Sweeteners, Other",0.361005157967387,0.00563927764018772,563.927764018772
1962,Romania,183,"Fruits, Other",Production,170258.218444175,2625,"Beverages, Fermented",0.0200845159172659,3419.55389838736,"Beverages, Fermented",0.199463334000096,0.00400612450663586,682.07562136537
1987,Sierra Leone,197,Sugar cane,Production,70000,2536,"Beverages, Fermented",0.0189153699787669,1324.07589851368,"Beverages, Fermented",5,0.0945768498938343,6620.3794925684
2018,Azerbaijan,52,Palm Oil,Production,6000,2577,"Oilcrops Oil, Other",1.12075241360834,6724.51448165004,"Oilcrops Oil, Other",1.22538667453448,1.37335507308802,8240.13043852811
1966,Grenada,86,Sugar cane,Production,16169.5505518241,2536,Sugar (Raw Equivalent),0.0962475739284209,1556.28001212603,Sugar (Raw Equivalent),0.793558993482714,0.0763781278917908,1235
2006,Germany,79,Apples and products,Production,65537.8317767011,2617,"Sweeteners, Other",0.0164733584123533,1079.62819242611,"Sweeteners, Other",1.20474472061438,0.0198461915780712,1300.67636505181
1971,Mozambique,144,Coconuts - Incl Copra,Production,106088,2560,Coconut Oil,0.126440428644677,13413.8121940565,Coconut Oil,0.82422504803659,0.104215368373426,11056
1994,Uruguay,234,Grapes and products (excl wine),Production,93890.7080041135,2620,Wine,0.728170394977617,68368.4339320835,Wine,1.0377011132137,0.755623229477529,70946
1998,Colombia,44,Soyabeans,Production,241012.151897295,2555,Soyabean Cake,0.79834623101907,192411.143097001,Soyabean Cake,0.868764653176709,0.693574986506215,167160
2015,Malawi,130,Barley and products,Production,4000,2513,DDGS Barley,0.28,1120,DDGS Barley,1,0.28,1120
2008,Turkey,223,Soyabeans,Production,1243513.09430748,2555,Soy hulls,0.05,62175.654715374,Soy hulls,0.962582947843108,0.0481291473921554,59849.225
1980,Italy,106,Sesame seed,Production,9002.49540466774,2561,Sesameseed Cake,0.507499576916568,4568.76260906223,Sesameseed Cake,0.875510579618631,0.444321248742435,4000
1970,Mozambique,144,Sugar cane,Production,2715894.43883843,2536,Molasses,0.0340919714222548,92590.1955947406,Molasses,1.00616484716976,0.0343021432157887,93161
2014,Brazil,21,Coconuts - Incl Copra,Production,23765.1349380015,2560,Coconut Oil,0.134869713238183,3205.19693415497,Coconut Oil,0.62398661957016,0.0841568964458904,2000
1965,Ethiopia,238,Sugar cane,Production,728000,2536,"Beverages, Fermented",0.0157513826150385,11467.006543748,"Beverages, Fermented",8.72102057485294,0.137368131868132,100004
1991,Guinea,90,Sugar cane,Production,210403.272939801,2536,Sugar (Raw Equivalent),0.102460998764344,21558.129488699,Sugar (Raw Equivalent),0.927724272668657,0.0950555555555556,20000
2003,Japan,110,"Oilcrops, Other",Production,32654.0673181325,2570,"Oilcrops Oil, Other",0.487235117858011,15910.2083382937,"Oilcrops Oil, Other",2.25352171622444,1.0979949190002,35854
1964,Spain,203,Sugar cane,Production,318000,2536,"Beverages, Fermented",0.0169357621346127,5385.57235880685,"Beverages, Fermented",0.258096367609076,0.00437105868963488,1389.99666330389
2011,Sweden,210,Sugar beet,Production,2292403.64520456,2537,"Beverages, Fermented",0.0205060976554879,47008.2530143611,"Beverages, Fermented",1.46834163200181,0.0301099568974475,69024.1749486609
2016,Denmark,54,Potatoes and products,Production,155661.59329623,2531,"Alcohol, Non-Food",0.00776319370914967,1208.43110183351,"Alcohol, Non-Food",0.0564611599310962,4.3831892158838e-4,68.2294217063326
2004,RoW,999,"Fruits, Other",Production,26134.0418055231,2625,"Alcohol, Non-Food",0.0257937465445617,674.094850516642,"Alcohol, Non-Food",1.12157145965127,0.0289295299618589,756.045545437354
2006,Chile,40,Barley and products,Production,58386.3753251467,2513,"Alcohol, Non-Food",0.0350212789803967,2044.76553891611,"Alcohol, Non-Food",0.19435048474086,0.00680640254608501,397.401173669753
1977,Liberia,123,Barley and products,Production,2492.42574522123,2513,DDGS Barley,0.28,697.879208661944,DDGS Barley,1.15429717636167,0.323203209381268,805.56
1969,Bahamas,12,Sugar cane,Production,8750,2536,"Beverages, Alcoholic",0.0159231404061948,139.327478554205,"Beverages, Alcoholic",13.2780699055016,0.211428571428571,1850
1995,Serbia and Montenegro,186,Wheat and products,Production,9143.58888868762,2511,"Alcohol, Non-Food",0.0255586997486259,233.698243030839,"Alcohol, Non-Food",1.46916313807022,0.0375498995276858,343.340844092685
1997,Moldova,146,Apples and products,Production,1212.14119584764,2617,"Beverages, Fermented",0.0197072581618117,23.8879794751366,"Beverages, Fermented",0.0329709990906757,6.497679909328e-4,0.787610549552807
2012,Peru,170,Palm kernels,Production,40000,2562,Palmkernel Oil,0.452164972446919,18086.5988978768,Palmkernel Oil,0.943608401061527,0.426666666666667,17066.6666666667
2016,Nigeria,159,Sugar cane,Production,838993.464052288,2536,Sugar (Raw Equivalent),0.116826067106473,98016.306733265,Sugar (Raw Equivalent),0.234654832104526,0.0274138011623015,23000
2015,Ghana,81,Groundnuts,Production,210554.187192118,2552,Groundnut Cake,0.54,113699.261083744,Groundnut Cake,0.973302082091372,0.525583124329341,110663.727545058
1971,Guinea-Bissau,175,Sugar cane,Production,4750,2536,Sugar (Raw Equivalent),0.100139992148591,475.664962705808,Sugar (Raw Equivalent),1,0.100139992148591,475.664962705808
1965,Finland,67,Soyabeans,Production,42150.5,2555,Soy hulls,0.05,2107.525,Soy hulls,1,0.05,2107.525
2008,Lebanon,121,Grapes and products (excl wine),Production,21299.7001694694,2620,Wine,0.714401360484476,15216.5347789804,Wine,0.984258257056576,0.703155437909297,14977
1972,Switzerland,211,Barley and products,Production,119599.466326455,2513,DDGS Barley,0.28,33487.8505714074,DDGS Barley,0.993712628078102,0.278239535861869,33277.3
2003,Brazil,21,Palm kernels,Production,119776.470236851,2562,Palmkernel Cake,0.525361381368399,62925.9318590628,Palmkernel Cake,0.663637371211779,0.348649446067513,41760
1984,Austria,11,Sugar beet,Production,2605163,2537,"Sweeteners, Other",0.0109723764041285,28584.8290301086,"Sweeteners, Other",1.30737861989303,0.0143450503201763,37371.1943272615
1961,Czechoslovakia,51,Soyabeans,Production,25775,2555,Soy hulls,0.05,1288.75,Soy hulls,0.969932104752667,0.0484966052376334,1250
2020,Bangladesh,16,Sugar beet,Production,190396.609228506,2537,Sugar (Raw Equivalent),0.11850730939094101,22563.3898768286,Sugar (Raw Equivalent),0.245653593238714,0.0291117463769367,5542.77779888899
2015,Ireland,104,"Fruits, Other",Production,15391.3043478261,2625,"Sweeteners, Other",0.0737832400892741,1135.62030398274,"Sweeteners, Other",0.27727840915787,0.0204584994344671,314.882991295711
2000,Myanmar,28,Sugar beet,Production,251106.824634127,2537,"Beverages, Alcoholic",0.0144730156944031,3634.27301390145,"Beverages, Alcoholic",0.288696693869464,0.00417831178129504,1049.20260373236
1969,Mauritius,137,Sugar cane,Production,5824122,2536,Molasses,0.0330524885939988,192501.725975057,Molasses,0.86405459045885,0.0285591544957334,166332
2002,Greece,84,Apples and products,Production,2041.57864763308,2617,"Sweeteners, Other",0.0151597656686714,30.9498538922806,"Sweeteners, Other",0.862321267415677,0.0130725883451334,26.6887172347214
1964,Pakistan,165,Wheat and products,Production,214.736506774829,2511,Brans,0.21,45.094666422714,Brans,0.977942703613991,0.205367967758938,44.1
1997,Netherlands,150,Rape and Mustard Oil,Production,8006,2574,"Oilcrops Oil, Other",1.46322577817979,11714.5855801074,"Oilcrops Oil, Other",1.06257523564748,1.55478747605486,12447.6285332952
1963,Finland,67,Coconuts - Incl Copra,Production,38020,2560,Coconut Oil,0.120133750248961,4567.4851844655,Coconut Oil,1.31264793597828,0.157693319305629,5995.5
2021,Sweden,210,Apples and products,Production,48486.4864864865,2617,"Alcohol, Non-Food",0.0219138571429734,1062.52593822957,"Alcohol, Non-Food",0.352493891798621,0.0077245007886457,374.533903103524
2020,India,100,Apples and products,Production,18358.059914408,2617,"Alcohol, Non-Food",0.0221130961795289,405.953544556858,"Alcohol, Non-Food",0.949959800456639,0.0210065524341838,385.639548181898
1984,Belgium-Luxembourg,15,Grapes and products (excl wine),Production,23935.5086447186,2620,Wine,0.69090315264766,16537.1183828614,Wine,0.956847476909822,0.661088938399956,15823.5
1966,Indonesia,101,"Oilcrops, Other",Production,121791.625544673,2570,"Oilseed Cakes, Other",0.601542791762256,73262.874443406,"Oilseed Cakes, Other",0.446324284276606,0.26848315599504,32699
2006,Czech Republic,167,Barley and products,Production,420895.270613904,2513,Beer,5.17853749742257,2179621.94136192,Beer,0.849435060910896,4.3988313145525,1851447.29652349
1965,Malawi,130,Groundnuts,Production,25878.9714959787,2552,Groundnut Cake,0.383617710804975,9927.63180327455,Groundnut Cake,0.906560615698038,0.34777270810003,9000
2001,Romania,183,Soyabeans,Production,147953,2555,Soyabean Oil,0.184757155828054,27335.375476228,Soyabean Oil,1.02762444307482,0.189860969361892,28090.5
2004,Saint Kitts and Nevis,188,Sugar cane,Production,259995.5,2536,Sugar (Raw Equivalent),0.111037417078265,28869.2287719721,Sugar (Raw Equivalent),1.00452977906202,0.111540392045247,29000
2000,Portugal,174,Apples and products,Production,1116.94586691495,2617,"Beverages, Alcoholic",0.0144730156944031,16.1655750616588,"Beverages, Alcoholic",10.3883979239111,0.15035144619247,167.934426409365
1983,Denmark,54,Apples and products,Production,20460.7385296808,2617,"Beverages, Alcoholic",0.0181267922878216,370.887557382952,"Beverages, Alcoholic",0.468902573417903,0.00849969955157135,173.910130105547
1978,Iran,102,Sunflower seed,Production,12714.742504589,2557,Sunflowerseed Cake,0.479295960904228,6094.12472638683,Sunflowerseed Cake,1.14831912935741,0.550384720530067,6998
1996,Sweden,210,"Oilcrops, Other",Production,10826,2570,"Oilseed Cakes, Other",1.1001506901441,11910.2313715,"Oilseed Cakes, Other",0.463970835463631,0.510437834842047,5526
1980,Turkey,223,Sugar beet,Production,6765993,2537,Sugarbeet pulp,0.84,5683434.12,Sugarbeet pulp,1,0.84,5683434.12
2006,Chile,40,Soyabeans,Production,131768.5,2555,Soyabean Oil,0.185881491541405,24493.325318173705,Soyabean Oil,0.973265152458177,0.180911978204199,23838.5
1986,Burundi,29,Rice and products,Production,2311.92660550459,2807,DDGS,0.28,647.339449541284,DDGS,0.957958864284625,0.268228481999695,620.124563889203
1997,Barbados,14,"Oilcrops, Other",Production,6.5,2570,"Oilseed Cakes, Other",1.10912123957421,7.2092880572324,"Oilseed Cakes, Other",1.10967961558622,1.23076923076923,8
1980,Morocco,143,Barley and products,Production,16739.1335605817,2513,"Alcohol, Non-Food",0.0164732967793455,275.748714972565,"Alcohol, Non-Food",0.502352244168296,0.00827539760595458,138.522985792992
2005,Iran,102,Sugar beet,Production,4902192,2537,"Beverages, Alcoholic",0.0177910593164621,87215.1886526861,"Beverages, Alcoholic",0.199861921367058,0.00355575529814342,17430.9951765163
1992,Brazil,21,Sugar cane,Production,89550973.1989063,2536,"Beverages, Fermented",0.018302605345846,1639016.12079602,"Beverages, Fermented",0.176239540678802,0.00322564275937729,288859.44829424203
2016,Norway,162,Molasses,Production,36264.745,2544,"Alcohol, Non-Food",0.0172515415758882,625.622756106482,"Alcohol, Non-Food",9.21843870925576,0.159032278657502,5767.26503228327
1988,Kenya,114,Cottonseed,Production,14983.58970383,2559,Cottonseed Oil,0.16381472658894,2454.53265065378,Cottonseed Oil,0.757781730670635,0.124135807023904,1860
2015,Rwanda,184,Sugar cane,Production,58000,2536,Molasses,0.05,2900,Molasses,0.789326724797733,0.0394663362398867,2289.04750191343
1987,Costa Rica,48,Sesame seed,Production,41,2561,Sesameseed Oil,0.435082892145139,17.8383985779507,Sesameseed Oil,1.06511803270755,0.463414634146341,19
2017,New Zealand,156,Potatoes and products,Production,110963.222416813,2531,"Alcohol, Non-Food",0.00753262652013024,835.844511935993,"Alcohol, Non-Food",1.95053537684205,0.0146926545080526,1630.34429007043
1961,RoW,999,Sugar cane,Production,8537581.37996541,2536,Sugar (Raw Equivalent),0.097421338019423,831742.601485942,Sugar (Raw Equivalent),1.27726319607624,0.124432689564712,1062354.2134867
2004,Canada,33,Apples and products,Production,10509.3710937154,2617,"Beverages, Alcoholic",0.0169008963574579,177.617791636947,"Beverages, Alcoholic",8.24094009547332,0.139279274441614,1463.73758077034
1987,Malaysia,131,Coconuts - Incl Copra,Production,429354.860768602,2560,Coconut Oil,0.133350224779226,57254.5671935462,Coconut Oil,0.804992549226627,0.107345937384973,46089.5
1984,Mongolia,141,Wheat and products,Production,11456.6599334253,2511,Beer,4.73482376549205,54245.2657259427,Beer,0.165206352641553,0.782222964697483,8961.66249865481
2013,Switzerland,211,"Oilcrops, Other",Production,2982.72505074775,2570,"Oilseed Cakes, Other",1.35385666014471,4038.18217533532,"Oilseed Cakes, Other",0.54999995135573,0.744621097222222,2221
2009,Burundi,29,Palm kernels,Production,8927.8229409768,2562,Palmkernel Cake,0.525875490608143,4694.92326914881,Palmkernel Cake,1,0.525875490608143,4694.92326914881
1974,Thailand,216,Bananas,Production,2032.8231191592,2615,"Beverages, Alcoholic",0.0166166413809837,33.7786927620412,"Beverages, Alcoholic",0.752197712332116,0.0124989996334191,25.4082554211768
2010,Japan,110,Rape and Mustardseed,Production,2301812.43992039,2558,Rape and Mustard Oil,0.394871683608913,908920.553503305,Rape and Mustard Oil,1.09248748914965,0.431392374162196,992984.333333333
1961,Denmark,54,Sugar beet,Production,1250000,2537,Molasses,0.0312602489496958,39075.3111871198,Molasses,1.53805556946685,0.04808,60100
1974,Jordan,112,Sesame seed,Production,2595.06878388846,2561,Sesameseed Cake,0.505642295319421,1312.17653639714,Sesameseed Cake,1.21782394035764,0.615783292497377,1598
1980,Saint Vincent and the Grenadines,191,Coconuts - Incl Copra,Production,13553.9566245815,2560,Copra Cake,0.0772529625262843,1047.08330320167,Copra Cake,0.668523696118165,0.0516454360441497,700
1979,Cabo Verde,35,Sugar cane,Production,1850,2536,Molasses,0.0348271103805346,64.430154203989,Molasses,1,0.0348271103805346,64.430154203989
1986,Australia,10,Sesame seed,Production,3194,2561,Sesameseed Cake,0.506693916168934,1618.38036824358,Sesameseed Cake,1.298211496646,0.657795867251096,2101
1985,South Korea,117,Barley and products,Production,152501.738753748,2513,Beer,4.70361193331581,717308.99825354,Beer,0.680886438043194,3.20262557521287,488405.968797184
1970,North Korea,116,Cottonseed,Production,5200,2559,Cottonseed Cake,0.484130570734587,2517.47896781985,Cottonseed Cake,0.965251361009141,0.467307692307692,2430
1991,Mozambique,144,Sunflower seed,Production,9862.5,2557,Sunflowerseed Cake,0.475320954945226,4687.8529181473,Sunflowerseed Cake,1.14103409245058,0.542357414448669,5349
2007,Uganda,226,Sesame seed,Production,60036.5704615963,2561,Sesameseed Oil,0.445745000653509,26761.0011396387,Sesameseed Oil,0.967826273197104,0.431403722778727,25900
1967,Ireland,104,Barley and products,Production,117294.036844496,2513,DDGS Barley,0.28,32842.330316459,DDGS Barley,0.911235582604258,0.255145963129192,29927.1
1993,Uruguay,234,Sugar cane,Production,270000,2536,"Beverages, Fermented",0.0193595613851751,5227.08157399727,"Beverages, Fermented",0.135177124132414,0.0026169698325129,706.581854778482
2014,Paraguay,169,"Fruits, Other",Production,5454.54545454545,2625,"Alcohol, Non-Food",0.0164348060526095,89.6443966505973,"Alcohol, Non-Food",1.88938478978299,0.0310516725788339,169.372759520912
1980,Nicaragua,157,"Oilcrops, Other",Production,316.766917293233,2570,"Oilcrops Oil, Other",0.39519577192929,125.184946401361,"Oilcrops Oil, Other",1.51775437432256,0.599810111559459,190
2013,Ethiopia,238,Cottonseed,Production,36923.0769230769,2559,Cottonseed Cake,0.518188332508124,19133.1076618384,Cottonseed Cake,1.84314020614315,0.95509375,35265
1999,Mali,133,Barley and products,Production,1089.5,2513,DDGS Barley,0.28,305.06,DDGS Barley,1,0.28,305.06
1986,Liberia,123,Palm kernels,Production,6893.5,2562,Palmkernel Cake,0.506986191653382,3494.90931216259,Palmkernel Cake,0.971126772356749,0.492347863929789,3394
1980,Czechoslovakia,51,Wheat and products,Production,93317.9677413842,2511,DDGS,0.28,26129.0309675876,DDGS,0.920946922551403,0.257865138314393,24063.4506588501
2000,Dominican Republic,56,Soyabeans,Production,60,2555,Soyabean Cake,0.797138929765613,47.8283357859368,Soyabean Cake,2.00717834778243,1.6,96
1992,Suriname,207,Palm kernels,Production,235,2562,Palmkernel Oil,0.45215853820014,106.257256477033,Palmkernel Oil,1.00699004988076,0.45531914893617,107
1995,Colombia,44,Molasses,Production,13914.8888977827,2544,"Sweeteners, Other",0.0501515903349761,697.853807558304,"Sweeteners, Other",0.0171213561767552,8.5866324095583e-4,11.9482035985105
1992,Uganda,226,Groundnuts,Production,23710.6978173993,2552,Groundnut Oil,0.295291477487959,7001.56699077038,Groundnut Oil,0.731193460942191,0.215915197411154,5119.5
2008,Argentina,9,Maize and products,Production,493631.211553393,2514,DDGS,0.11,54299.4332708732,DDGS,0.939636694649788,0.103360036411477,51021.74
