Year,area,item_prod,item_cbs,item_cbs_crop,Name_biomass,Product_residue,Prod_ygpit_Mg,Area_ygpit_ha
1961,Dominican Republic,Sugar cane,Sugar cane,Sugar cane,Sugarcane,Product,7811195,119500
1969,Zimbabwe,Tomatoes,Tomatoes and products,Tomatoes and products,Tomato,Product,8300,1150
1990,Bulgaria,Sour cherries,Firewood,"Fruits, Other",Berries nes,Residue,10757.565593651872,NA
1985,United States of America,Sunflower seed,Sunflower seed,Sunflower seed,Sunflower seed,Product,1430000,1151000
1961,Bolivia,"Forage and silage, sorghum",Other crop residues,Fodder cereal and grasses,"Sorghum, green",Residue,0,NA
1984,Poland,"Forage and silage, maize",Fodder cereal and grasses,Fodder cereal and grasses,"Maize, green",Product,13298555.7634087,365000
1977,Chad,"Seed cotton, unginned",Other crop residues,Seed cotton,Seed cotton,Residue,92132.01189745222,NA
2003,Jamaica,"Onions and shallots, dry (excluding dehydrated)",Other crop residues,Onions,Onion,Residue,295.6634268658826,NA
1977,Myanmar,Sugar cane,Sugar cane,Sugar cane,Sugarcane,Product,1625692,44379
2010,Sudan,"Cow peas, dry","Pulses, Other and products","Pulses, Other and products",Pulses nes,Product,18000,139020
1962,Iran,Cantaloupes and other melons,Other crop residues,"Vegetables, Other",Melon,Residue,48336.75,NA
1974,Peru,"Broad beans and horse beans, green","Vegetables, Other","Vegetables, Other","Pea, green, with pod",Product,27134,6390
2009,Poland,Soya beans,Other crop residues,Soyabeans,Soyabeans,Residue,364.98012890625006,NA
1965,Ghana,Oranges,Firewood,"Oranges, Mandarines",Orange,Residue,8245.144285560002,NA
1988,Czechoslovakia,Peaches and nectarines,Firewood,"Fruits, Other",Peach,Residue,2802.5528489057724,NA
1968,Cuba,Pomelos and grapefruits,Firewood,Grapefruit and products,Grapefruit,Residue,2623.8145790918834,NA
1996,Congo,"Onions and shallots, dry (excluding dehydrated)",Onions,Onions,Onion,Product,460,31
2014,Guinea,Plantains and cooking bananas,Plantains,Plantains,"Bananas, platains",Product,480585.3,91910
1980,Senegal,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",Firewood,Nuts and products,Nuts nes,Residue,4121.619047619048,NA
2010,Spain,Raspberries,"Fruits, Other","Fruits, Other",Raspberries,Product,9226,1025
1987,Oman,"Other vegetables, fresh n.e.c.","Vegetables, Other","Vegetables, Other","Vegetables, other",Product,90000,6050
1996,Romania,Peaches and nectarines,Firewood,"Fruits, Other",Peach,Residue,5006.450994681739,NA
1993,Estonia,"Peas, green","Vegetables, Other","Vegetables, Other","Pea, green, with pod",Product,18,45
2009,Qatar,Cauliflowers and broccoli,"Vegetables, Other","Vegetables, Other",Cauliflower,Product,1638,137
1967,Pakistan,"Groundnuts, excluding shelled",Other crop residues,Groundnuts,"Groundnuts, with shell",Residue,177855.02437499998,NA
1987,Sri Lanka,Leeks and other alliaceous vegetables,Other crop residues,"Vegetables, Other",Leek,Residue,0,NA
1968,Australia,"Tangerines, mandarins, clementines",Firewood,"Oranges, Mandarines",Mandarin,Residue,4227.947334491315,NA
1973,Mauritius,Potatoes,Potatoes and products,Potatoes and products,Potato,Product,10069,595
2017,Moldova,Maize (corn),Maize and products,Maize and products,Maize,Product,1772525,479581
2005,Benin,"Pepper (Piper spp.), raw",Other crop residues,Pepper,"Spices, Other",Residue,481.6665,NA
2000,Spain,"Chestnuts, in shell",Nuts and products,Nuts and products,Chestnut,Product,9230,6254
1983,Portugal,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",Nuts and products,Nuts and products,Nuts nes,Product,1400,2000
1998,Argentina,Plums and sloes,"Fruits, Other","Fruits, Other",Plum,Product,78228,12998
1984,Peru,"Other fruits, n.e.c.","Fruits, Other","Fruits, Other",Fruits,Product,45919,6866
1972,Yemen,Forage products,Other crop residues,Fodder vegetables and roots,"Fodder, other",Residue,0,NA
1996,Russian Federation,Rye,Straw,Rye and products,Rye,Residue,11932062.101387998,NA
1981,Japan,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","Vegetables, Other","Vegetables, Other",Pepper,Product,176200,4790
2010,Gambia,Oil palm fruit,Firewood,"Oil, palm fruit",Oil palm,Residue,134289.47368421053,NA
1966,Kenya,Other pulses n.e.c.,"Pulses, Other and products","Pulses, Other and products",Pulses nes,Product,235000,550000
1961,Albania,Rice,Rice and products,Rice and products,Rice,Product,4603,2967
1970,Indonesia,Bananas,Bananas,Bananas,"Bananas, platains",Product,1780000,201000
1993,"China, mainland",Cantaloupes and other melons,Other crop residues,"Vegetables, Other",Melon,Residue,1248403.2000000004,NA
2018,Sri Lanka,Tea leaves,Tea (including mate),Tea (including mate),Tea,Product,302288.329519451,202540
1966,Samoa,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh","Roots, Other","Roots, Other","Roots, other",Product,1250,190
2011,Bolivia,"Cassava, fresh",Cassava and products,Cassava and products,Cassava,Product,268938,30586
2004,Bosnia and Herzegovina,"Chick peas, dry",Straw,"Pulses, Other and products",Chickpea,Residue,5272.125,NA
2004,Mauritania,Dates,Dates,Dates,Dates,Product,24000,8000
1995,Austria,Mushrooms and truffles,Other crop residues,"Vegetables, Other",Mushrooms,Residue,NA,NA
2012,Slovenia,"Other beans, green",Other crop residues,"Vegetables, Other","Beans, green",Residue,2692.7999999999997,NA
2009,Congo,Leeks and other alliaceous vegetables,"Vegetables, Other","Vegetables, Other",Leek,Product,1620.96,332
1963,Papua New Guinea,"Pumpkins, squash and gourds","Vegetables, Other","Vegetables, Other","Squash, pumpkin",Product,117,30
2008,Tunisia,Quinces,Firewood,"Fruits, Other",Quince,Residue,745.7686369330265,NA
1997,Azerbaijan,Tea leaves,Tea (including mate),Tea (including mate),Tea,Product,373.913043478261,7019
1974,Czechoslovakia,"Onions and shallots, dry (excluding dehydrated)",Onions,Onions,Onion,Product,175207,9500
2017,Brunei Darussalam,Spinach,Other crop residues,"Vegetables, Other",Spinach,Residue,74.60217391304349,NA
1973,Suriname,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Other crop residues,"Roots, Other","Roots, other",Residue,180.16216313,NA
1994,Lebanon,"Other stimulant, spice and aromatic crops, n.e.c.",Other crop residues,"Spices, Other","Spices, Other",Residue,831.488,NA
2018,Azerbaijan,Mixed Grasses and Legumes,Fodder mix,Fodder mix,Cereal-legume mixture,Product,2918544.56281776,104633.07761039
1996,Trinidad and Tobago,"Cow peas, dry",Straw,"Pulses, Other and products",Pulses nes,Residue,213.07700031427743,NA
2003,New Zealand,Cauliflowers and broccoli,Other crop residues,"Vegetables, Other",Cauliflower,Residue,20335.349999999995,NA
1985,Japan,"Forage and silage, maize",Fodder cereal and grasses,Fodder cereal and grasses,"Maize, green",Product,6306000,159443.755764606
1996,Moldova,Apricots,"Fruits, Other","Fruits, Other",Apricot,Product,13500,2100
1972,Zambia,Other pulses n.e.c.,Straw,"Pulses, Other and products",Pulses nes,Residue,12172.20175307414,NA
2004,Tunisia,Watermelons,Other crop residues,"Vegetables, Other",Watermelon,Residue,36000,NA
1996,Uzbekistan,"Walnuts, in shell",Firewood,Nuts and products,Walnut,Residue,6147.9,NA
1982,Jordan,Olives,Firewood,Olives (including preserved),Olive,Residue,37185.13650621003,NA
1963,Morocco,Forage products,Other crop residues,Fodder vegetables and roots,"Fodder, other",Residue,0,NA
1966,Germany,Pears,Firewood,"Fruits, Other",Pear,Residue,143658.8592592592,NA
1985,Papua New Guinea,Coconuts,Coconuts,Coconuts,Coconut,Product,1098000,241000
1983,Yemen,Okra,"Vegetables, Other","Vegetables, Other","Vegetables, other",Product,9516,2982
2016,Philippines,Grapes,Firewood,Grapes and products (excl wine),Grapevine,Residue,106.54896947918895,NA
1967,Guyana,Bananas,Bananas,Bananas,"Bananas, platains",Product,5293,890
2011,Congo,Sweet potatoes,Sweet potatoes,Sweet potatoes,Sweet potato,Product,8086.81,1147
1963,Paraguay,Apples,Firewood,Apples and products,Apple,Residue,180.59868907856793,NA
1970,Cyprus,Forage products,Fodder vegetables and roots,Fodder vegetables and roots,"Fodder, other",Product,34000,3882.89744096148
1992,Ghana,Natural rubber in primary forms,Rubber,Rubber,Rubber,Product,7200,13000
1993,Peru,"Forage and silage, rye grass",Fodder cereal and grasses,Fodder cereal and grasses,Ryegrass,Product,604831.176036059,20893.1769913335
1979,Malaysia,"Nutmeg, mace, cardamoms, raw","Spices, Other","Spices, Other","Spices, Other",Product,210,500
1966,Norway,Barley,Barley and products,Barley and products,Barley,Product,405104,187900
2000,Australia,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Other crop residues,"Spices, Other","Spices, Other",Residue,1465.1,NA
2005,RoW,"Peas, dry",Peas,Peas,Pea,Product,10080.19,5330
2021,Poland,"Hazelnuts, in shell",Firewood,Nuts and products,Hazelnut,Residue,9689.999999999998,NA
1995,Libya,Forage products,Fodder vegetables and roots,Fodder vegetables and roots,"Fodder, other",Product,650000,60953.7349776825
1978,Australia,"Other citrus fruit, n.e.c.",Firewood,"Citrus, Other",Citrus,Residue,8.27702581265758,NA
2015,Thailand,"Kenaf, and other textile bast fibres, raw or retted",Jute-Like Fibres,Jute-Like Fibres,"Fibres, other",Product,1397.19,997
1970,Bolivia,Avocados,"Fruits, Other","Fruits, Other",Avocado,Product,1950,350
1991,Albania,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Other crop residues,"Vegetables, Other",Pepper,Residue,17511.494218348464,NA
1991,Lao,"Coffee, green",Coffee and products,Coffee and products,Coffee,Product,8017,17929
2000,Italy,Sunflower seed,Other crop residues,Sunflower seed,Sunflower seed,Residue,530105.2069666666,NA
1967,Morocco,Pears,Firewood,"Fruits, Other",Pear,Residue,1802.525252525252,NA
1969,United States of America,Tung nuts,"Oilcrops, Other","Oilcrops, Other",Nuts nes,Product,17055,1740.49837190096
1990,Australia,"Almonds, in shell",Firewood,Nuts and products,Almonds,Residue,8234.277777777777,NA
1967,Morocco,"Other citrus fruit, n.e.c.",Firewood,"Citrus, Other",Citrus,Residue,569.5201247241455,NA
1992,Tanzania,Cabbages,Other crop residues,"Vegetables, Other","Cabbage, Broccoli",Residue,28047.044763610724,NA
2006,Dominican Republic,"Cashew nuts, in shell",Nuts and products,Nuts and products,Nuts nes,Product,1000,6087
1980,Samoa,"Mangoes, guavas and mangosteens","Fruits, Other","Fruits, Other",Fruits,Product,5600,140
1961,Turkey,Rape or colza seed,Other crop residues,Rape and Mustardseed,Rape,Residue,11426.04925,NA
2014,Singapore,Spinach,Other crop residues,"Vegetables, Other",Spinach,Residue,188.1767054347826,NA
1993,Suriname,"Groundnuts, excluding shelled",Other crop residues,Groundnuts,"Groundnuts, with shell",Residue,995.42268,NA
2000,Mexico,Millet,Millet and products,Millet and products,Millet,Product,7,8
1971,Angola,"Cassava, fresh",Other crop residues,Cassava and products,Cassava,Residue,1085417.0839999998,NA
1987,Yugoslav SFR,Hop cones,Other crop residues,Hops,Hop,Residue,8680.9995,NA
2013,Panama,Plantains and cooking bananas,Plantains,Plantains,"Bananas, platains",Product,120261,11151
2015,Cameroon,Kola nuts,Firewood,Nuts and products,Nuts nes,Residue,73653.80795238096,NA
2021,Sudan,Bananas,Bananas,Bananas,"Bananas, platains",Product,934296.87,48025
1978,Greece,Pomelos and grapefruits,Firewood,Grapefruit and products,Grapefruit,Residue,1105.6284021311412,NA
1967,Papua New Guinea,Natural rubber in primary forms,Firewood,Rubber,Rubber,Residue,15499.006249999997,NA
1998,Uruguay,Maize (corn),Straw,Maize and products,Maize,Residue,385818.41316226416,NA
1995,Liberia,"Other vegetables, fresh n.e.c.",Other crop residues,"Vegetables, Other","Vegetables, other",Residue,40653.95444842884,NA
1991,Indonesia,"Beans, dry",Beans,Beans,Beans,Product,637621,451400
1968,Paraguay,Pineapples,Firewood,Pineapples and products,Pineapple,Residue,77611.20000000001,NA
1991,Costa Rica,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh","Roots, Other","Roots, Other","Roots, other",Product,24000,2800
2009,Paraguay,"Onions and shallots, dry (excluding dehydrated)",Other crop residues,Onions,Onion,Residue,15716.328338385783,NA
1997,Paraguay,Sunflower seed,Sunflower seed,Sunflower seed,Sunflower seed,Product,45548,47875
1968,Yugoslav SFR,Strawberries,"Fruits, Other","Fruits, Other",Strawberry,Product,16450,4463.24658170005
1978,Ireland,Tomatoes,Tomatoes and products,Tomatoes and products,Tomato,Product,29000,180
1965,Finland,"Other fruits, n.e.c.",Firewood,"Fruits, Other",Fruits,Residue,5882.541155386952,NA
1993,Indonesia,Other pulses n.e.c.,"Pulses, Other and products","Pulses, Other and products",Pulses nes,Product,3300,6500
1981,Spain,Vetches,Straw,"Pulses, Other and products",Vetch,Residue,22830.583999999995,NA
1974,Nepal,"Jute, raw or retted",Jute,Jute,"Fibres, other",Product,40140,33131
1964,United Kingdom,Forage products,Fodder vegetables and roots,Fodder vegetables and roots,"Fodder, other",Product,1524685.2067744,45900
2012,Austria,Other berries and fruits of the genus vaccinium n.e.c.,"Fruits, Other","Fruits, Other",Berries nes,Product,949,132
1967,Argentina,Watermelons,Other crop residues,"Vegetables, Other",Watermelon,Residue,16213.75,NA
2017,Saint Lucia,Carrots and turnips,"Vegetables, Other","Vegetables, Other",Carrot,Product,19,1.26751167444963
1983,Libya,"Peas, dry",Peas,Peas,Pea,Product,1280,875
1977,Iraq,Green garlic,Other crop residues,"Vegetables, Other",Garlic,Residue,227.07904000000005,NA
1967,Mexico,Sweet potatoes,Sweet potatoes,Sweet potatoes,Sweet potato,Product,159446,17527
2014,Australia,Raspberries,Firewood,"Fruits, Other",Raspberries,Residue,189.1368033043784,NA
1975,El Salvador,Oranges,"Oranges, Mandarines","Oranges, Mandarines",Orange,Product,46695,3920
2017,Jordan,Potatoes,Other crop residues,Potatoes and products,Potato,Residue,81710.47499999999,NA
2000,Romania,Poppy seed,"Oilcrops, Other","Oilcrops, Other",Poppy seeds,Product,1850,1400
1979,RoW,"Cassava, fresh",Other crop residues,Cassava and products,Cassava,Residue,224317.35434068,NA
1995,Malta,Wheat,Wheat and products,Wheat and products,Wheat,Product,6300,2400
1995,Bahamas,Sugar cane,Other crop residues,Sugar cane,Sugarcane,Residue,13770.000000000004,NA
1973,Greece,"Forage and silage, maize",Fodder cereal and grasses,Fodder cereal and grasses,"Maize, green",Product,64401.2091766813,4400
2020,Paraguay,"Coffee, green",Coffee and products,Coffee and products,Coffee,Product,381,306
2008,Puerto Rico,Cabbages,"Vegetables, Other","Vegetables, Other","Cabbage, Broccoli",Product,433.77,22
1977,Cambodia,"Beans, dry",Straw,Beans,Beans,Residue,7155.083204235947,NA
1982,Chad,Potatoes,Potatoes and products,Potatoes and products,Potato,Product,13000,2500
1995,Argentina,Carrots and turnips,"Vegetables, Other","Vegetables, Other",Carrot,Product,205000,8300
2003,Cyprus,"Broad beans and horse beans, dry",Straw,"Pulses, Other and products",Fava bean,Residue,189.99974458436745,NA
1998,Bahamas,Lemons and limes,Firewood,"Lemons, Limes and products",Lemon,Residue,1257.7994596870556,NA
1981,Ethiopia,"Jute, raw or retted",Other crop residues,Jute,"Fibres, other",Residue,86.37530844155846,NA
2010,Albania,Eggplants (aubergines),"Vegetables, Other","Vegetables, Other",Aubergine,Product,23641,1038
1976,Austria,Apricots,Firewood,"Fruits, Other",Apricot,Residue,2784.9051617540763,NA
1982,Chile,Apples,Apples and products,Apples and products,Apple,Product,345000,17600
1989,Saudi Arabia,Maize (corn),Maize and products,Maize and products,Maize,Product,4057,2473
1964,Gambia,Other pulses n.e.c.,"Pulses, Other and products","Pulses, Other and products",Pulses nes,Product,2300,10000
1968,France,Quinces,Firewood,"Fruits, Other",Quince,Residue,244.06322719725,NA
2004,Spain,"Seed cotton, unginned",Other crop residues,Seed cotton,Seed cotton,Residue,192812.99808917195,NA
1976,Turkey,Spinach,"Vegetables, Other","Vegetables, Other",Spinach,Product,110000,14000
1972,Viet Nam,Mushrooms and truffles,"Vegetables, Other","Vegetables, Other",Mushrooms,Product,2500,10.3765321342001
2010,Paraguay,Plums and sloes,"Fruits, Other","Fruits, Other",Plum,Product,1750,310
2000,Bulgaria,"Chick peas, dry","Pulses, Other and products","Pulses, Other and products",Chickpea,Product,2182,2500
1962,"China, mainland","Walnuts, in shell",Firewood,Nuts and products,Walnut,Residue,52800,NA
2021,Senegal,"Cassava, fresh",Other crop residues,Cassava and products,Cassava,Residue,859389.0065352248,NA
1998,Mali,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Pimento,Pimento,"Chili pepper and peppers, dry",Product,3000,5500
1993,Tajikistan,Maize (corn),Maize and products,Maize and products,Maize,Product,33500,11000
2011,Spain,Strawberries,"Fruits, Other","Fruits, Other",Strawberry,Product,262730,6896
2013,Spain,"Beans, dry",Beans,Beans,Beans,Product,10200,6500
1994,Portugal,Cauliflowers and broccoli,"Vegetables, Other","Vegetables, Other",Cauliflower,Product,20000,1300
1995,Gambia,"Other fruits, n.e.c.","Fruits, Other","Fruits, Other",Fruits,Product,4246.96,1037
1974,Panama,Coconuts,Firewood,Coconuts,Coconut,Residue,11604.049987878789,NA
1970,Greece,Peaches and nectarines,Firewood,"Fruits, Other",Peach,Residue,37287.999777633646,NA
1961,India,Pomelos and grapefruits,Firewood,Grapefruit and products,Grapefruit,Residue,4100.544898013848,NA
2015,Austria,"Forage and silage, alfalfa",Fodder legumes,Fodder legumes,Alfalfa,Product,304942.503402958,11260
1975,Germany,"Forage and silage, rye grass",Other crop residues,Fodder cereal and grasses,Ryegrass,Residue,0,NA
2021,Colombia,Oranges,Firewood,"Oranges, Mandarines",Orange,Residue,76580.65773446401,NA
2008,Cameroon,"Onions and shallots, dry (excluding dehydrated)",Other crop residues,Onions,Onion,Residue,62126.707313546576,NA
1990,Cabo Verde,Cucumbers and gherkins,"Vegetables, Other","Vegetables, Other",Cucumber,Product,280,14
2018,Italy,Unmanufactured tobacco,Other crop residues,Tobacco,Tobacco,Residue,17335.5,NA
2012,Bosnia and Herzegovina,"Other fruits, n.e.c.",Firewood,"Fruits, Other",Fruits,Residue,135.1337523132681,NA
1986,Belize,Pomelos and grapefruits,Grapefruit and products,Grapefruit and products,Grapefruit,Product,23587,1200
