Element,Item,Year,value_fm
Export,Grapes,1883,42000
Export,Grapes,1884,42000
Export,Grapes,1885,41000
Export,Grapes,1886,40000
Export,Grapes,1887,41333.3333333333
Export,Grapes,1888,42666.6666666667
Export,Grapes,1889,44000
Export,Grapes,1890,73000
Export,Grapes,1891,66333.3333333333
Export,Grapes,1892,59666.6666666667
Export,Grapes,1893,53000
Export,Grapes,1894,45666.6666666667
Export,Grapes,1895,38333.3333333333
Export,Grapes,1896,31000
Export,Grapes,1897,34000
Export,Grapes,1898,47000
Export,Grapes,1899,60000
Export,Grapes,1900,60500
Export,Grapes,1901,61000
Export,Grapes,1902,64000
Export,Grapes,1903,47510
Export,Grapes,1904,46720
Export,Grapes,1905,36180
Export,Grapes,1906,38050
Export,Grapes,1907,57690
Export,Grapes,1908,31190
Export,Grapes,1909,38710
Export,Grapes,1910,41340
Export,Grapes,1911,46330
Export,Grapes,1912,37250
Export,Grapes,1913,55200
Export,Grapes,1914,37090
Export,Grapes,1915,27600
Export,Grapes,1916,46310
Export,Grapes,1917,16780
Export,Grapes,1918,31070
Export,Grapes,1919,30860
Export,Grapes,1920,36600
Export,Grapes,1921,31210
Export,Grapes,1922,40580
Export,Grapes,1923,45610
Export,Grapes,1924,51820
Export,Grapes,1925,49310
Export,Grapes,1926,26230
Export,Grapes,1927,36360
Export,Grapes,1928,46430
Export,Grapes,1929,14000
Export,Grapes,1930,38520
Export,Grapes,1931,46330
Export,Grapes,1932,51260
Export,Grapes,1933,39320
Export,Grapes,1934,64610
Export,Grapes,1935,40880
Export,Grapes,1936,33180
Export,Grapes,1937,25360
Export,Grapes,1938,17540
Export,Grapes,1939,6480
Export,Grapes,1940,920
Export,Grapes,1941,1260
Export,Grapes,1942,1900
Export,Grapes,1943,2720
Export,Grapes,1944,1560
Export,Grapes,1945,5140
Export,Grapes,1946,12900
Export,Grapes,1947,4600
Export,Grapes,1948,6200
Export,Grapes,1949,13400
Export,Grapes,1950,21300
Export,Grapes,1951,24200
Export,Grapes,1952,30400
Export,Grapes,1953,35900
Export,Grapes,1954,47900
Export,Grapes,1955,43500
Export,Grapes,1956,63000
Export,Grapes,1957,50300
Export,Grapes,1958,46200
Export,Grapes,1959,56900
Export,Grapes,1960,58393
Export,"Groundnuts, with shell",1860,516
Export,"Groundnuts, with shell",1861,1344
Export,"Groundnuts, with shell",1862,2172
Export,"Groundnuts, with shell",1863,3000
Export,"Groundnuts, with shell",1864,2919.5
Export,"Groundnuts, with shell",1865,2839
Export,"Groundnuts, with shell",1866,3969.5
Export,"Groundnuts, with shell",1867,5100
Export,"Groundnuts, with shell",1868,3607.33333333333
Export,"Groundnuts, with shell",1869,2114.66666666667
Export,"Groundnuts, with shell",1870,622
Export,"Groundnuts, with shell",1871,1486.5
Export,"Groundnuts, with shell",1872,2351
Export,"Groundnuts, with shell",1873,3215.5
Export,"Groundnuts, with shell",1874,4080
Export,"Groundnuts, with shell",1875,3105
Export,"Groundnuts, with shell",1876,2130
Export,"Groundnuts, with shell",1877,1155
Export,"Groundnuts, with shell",1878,637
Export,"Groundnuts, with shell",1879,918.5
Export,"Groundnuts, with shell",1880,1200
Export,"Groundnuts, with shell",1881,1823
Export,"Groundnuts, with shell",1882,2446
Export,"Groundnuts, with shell",1883,3069
Export,"Groundnuts, with shell",1884,1377
Export,"Groundnuts, with shell",1885,806.5
Export,"Groundnuts, with shell",1886,236
Export,"Groundnuts, with shell",1887,438.428571428571
Export,"Groundnuts, with shell",1888,640.857142857143
Export,"Groundnuts, with shell",1889,843.285714285714
Export,"Groundnuts, with shell",1890,1045.71428571429
Export,"Groundnuts, with shell",1891,1248.14285714286
Export,"Groundnuts, with shell",1892,1450.57142857143
Export,"Groundnuts, with shell",1893,1653
Export,"Groundnuts, with shell",1894,1855.4285714285702
Export,"Groundnuts, with shell",1895,2057.8571428571404
Export,"Groundnuts, with shell",1896,2260.2857142857097
Export,"Groundnuts, with shell",1897,2462.71428571429
Export,"Groundnuts, with shell",1898,2665.14285714286
Export,"Groundnuts, with shell",1899,2867.5714285714303
Export,"Groundnuts, with shell",1900,3070
Export,"Groundnuts, with shell",1901,3504.7999999999997
Export,"Groundnuts, with shell",1902,3939.6
Export,"Groundnuts, with shell",1903,4374.4
Export,"Groundnuts, with shell",1904,4809.2
Export,"Groundnuts, with shell",1905,5244
Export,"Groundnuts, with shell",1906,5571.799999999999
Export,"Groundnuts, with shell",1907,5899.6
Export,"Groundnuts, with shell",1908,6227.4000000000005
Export,"Groundnuts, with shell",1909,5254.013412
Export,"Groundnuts, with shell",1910,6883.763463
Export,"Groundnuts, with shell",1911,3420.0365779999997
Export,"Groundnuts, with shell",1912,3741.109531
Export,"Groundnuts, with shell",1913,5364.76326
Export,"Groundnuts, with shell",1914,2546.230441
Export,"Groundnuts, with shell",1915,3567.3643570000004
Export,"Groundnuts, with shell",1916,3248.323511
Export,"Groundnuts, with shell",1917,3103.02784
Export,"Groundnuts, with shell",1918,1040.4389350000001
Export,"Groundnuts, with shell",1919,4707.3765490000005
Export,"Groundnuts, with shell",1920,2294.249136
Export,"Groundnuts, with shell",1921,3690.9
Export,"Groundnuts, with shell",1922,1435.3
Export,"Groundnuts, with shell",1923,3987
Export,"Groundnuts, with shell",1924,3354.4
Export,"Groundnuts, with shell",1925,2074.9
Export,"Groundnuts, with shell",1926,1662.5
Export,"Groundnuts, with shell",1927,1465.4
Export,"Groundnuts, with shell",1928,1166.9
Export,"Groundnuts, with shell",1929,1663.6
Export,"Hazelnuts, with shell",1930,5612.5
Export,"Hazelnuts, with shell",1931,5270.8
Export,"Hazelnuts, with shell",1932,5117.9
Export,"Hazelnuts, with shell",1933,6860.1
Export,"Hazelnuts, with shell",1934,8795.8
Export,"Hazelnuts, with shell",1935,11374.4
Export,Hemp tow waste,1922,20
Export,Hemp tow waste,1923,60
Export,Hemp tow waste,1924,40
Export,Hemp tow waste,1925,40
Export,Hemp tow waste,1926,80
Export,Hemp tow waste,1927,20
Export,Hemp tow waste,1928,10
Export,Hemp tow waste,1929,290
Export,Hemp tow waste,1930,90
Export,Hemp tow waste,1931,50
Export,Hemp tow waste,1932,30
Export,Hemp tow waste,1933,130
Export,Hemp tow waste,1934,80
Export,Hemp tow waste,1935,640
Export,Hemp tow waste,1955,500
Export,Hemp tow waste,1956,1100
Export,Hemp tow waste,1957,100
Export,Jute,1909,60
Export,Jute,1910,210
Export,Jute,1911,350
Export,Jute,1912,440
Export,Jute,1913,450
Export,Jute,1914,540
Export,Jute,1915,90
Export,Jute,1916,20
Export,Jute,1917,80
Export,Jute,1918,120
Export,Jute,1919,230
Export,Jute,1920,30
Export,Jute,1921,30
Export,Jute,1927,210
Export,Jute,1928,690
Export,Jute,1929,250
Export,Jute,1930,640
Export,Jute,1931,610
Export,Jute,1932,200
Export,Jute,1933,460
Export,Jute,1934,50
Export,Lemons and limes,1860,1567
Export,Lemons and limes,1861,1278
Export,Lemons and limes,1862,2541
Export,Lemons and limes,1863,1495
Export,Lemons and limes,1864,2125
Export,Lemons and limes,1865,884
Export,Lemons and limes,1866,969
Export,Lemons and limes,1867,1761
Export,Lemons and limes,1868,1707
Export,Lemons and limes,1869,1255
Export,Lemons and limes,1870,3042
Export,Lemons and limes,1871,4998
Export,Lemons and limes,1872,5033
Export,Lemons and limes,1873,5245
Export,Lemons and limes,1874,4097
Export,Lemons and limes,1875,2603
Export,Lemons and limes,1876,3667
Export,Lemons and limes,1877,4433
Export,Lemons and limes,1878,4712
Export,Lemons and limes,1879,4416
Export,Lemons and limes,1880,5902
Export,Lemons and limes,1881,5393
Export,Lemons and limes,1882,5416
Export,Lemons and limes,1883,2997
Export,Lemons and limes,1884,4711
Export,Lemons and limes,1885,4805
Export,Lemons and limes,1886,7349
Export,Lemons and limes,1887,5429
Export,Lemons and limes,1888,7181
Export,Lemons and limes,1889,5194
Export,Lemons and limes,1890,5509
Export,Lemons and limes,1891,3639
Export,Lemons and limes,1892,3385
Export,Lemons and limes,1893,3171
Export,Lemons and limes,1894,5216
Export,Lemons and limes,1895,5196
Export,Lemons and limes,1896,4818
Export,Lemons and limes,1897,3831
Export,Lemons and limes,1898,3379
Export,Lemons and limes,1899,4787
Export,Lemons and limes,1900,3947
Export,Lemons and limes,1901,3408
Export,Lemons and limes,1902,3240
Export,Lemons and limes,1903,3066
Export,Lemons and limes,1904,4105
Export,Lemons and limes,1905,2496
Export,Lemons and limes,1906,2105
Export,Lemons and limes,1907,2859
Export,Lemons and limes,1908,4154
Export,Lemons and limes,1909,3139
Export,Lemons and limes,1910,3239
Export,Lemons and limes,1911,2841
Export,Lemons and limes,1912,4035.9999999999995
Export,Lemons and limes,1913,3318
Export,Lemons and limes,1914,3165
Export,Lemons and limes,1915,4013
Export,Lemons and limes,1916,7105
Export,Lemons and limes,1917,4252
Export,Lemons and limes,1918,8130.000000000001
Export,Lemons and limes,1919,11608
Export,Lemons and limes,1920,7262
Export,Lemons and limes,1921,9140
Export,Lemons and limes,1922,5964
Export,Lemons and limes,1923,9778
Export,Lemons and limes,1924,7155
Export,Lemons and limes,1925,22018
Export,Lemons and limes,1926,12483.7
Export,Lemons and limes,1927,12861.7
Export,Lemons and limes,1928,11411.8
Export,Lemons and limes,1929,20747.9
Export,Lemons and limes,1930,23150.7
Export,Lemons and limes,1931,13882.199999999999
Export,Lemons and limes,1932,14923.199999999999
Export,Lemons and limes,1933,29421.1
Export,Lemons and limes,1934,32360
Export,Lemons and limes,1935,20070
Export,Lemons and limes,1936,20577.6
Export,Lemons and limes,1937,21085.2
Export,Lemons and limes,1938,21592.8
Export,Lemons and limes,1939,15270
Export,Lemons and limes,1940,22610
Export,Lemons and limes,1941,16520
Export,Lemons and limes,1942,5120
Export,Lemons and limes,1943,22770
Export,Lemons and limes,1944,26290
Export,Lemons and limes,1945,19890
Export,Lemons and limes,1946,10700
Export,Lemons and limes,1947,6100
Export,Lemons and limes,1948,16700
Export,Lemons and limes,1949,21800
Export,Lemons and limes,1950,18900
Export,Lemons and limes,1951,56000
Export,Lemons and limes,1952,44400
Export,Lemons and limes,1953,54500
Export,Lemons and limes,1954,24200
Export,Lemons and limes,1955,28500
Export,Lemons and limes,1956,8500
Export,Lemons and limes,1957,11200
Export,Lemons and limes,1958,37900
Export,Lemons and limes,1959,48800
Export,Lemons and limes,1960,54042
Export,Lentils,1930,672.6
Export,Lentils,1931,592.3000000000001
Export,Lentils,1932,1049.1
Export,Lentils,1933,700.2
Export,Lentils,1934,295.59999999999997
Export,Lentils,1935,248.9
Export,Linseed,1927,350
Export,Maize,1860,43
Export,Maize,1861,172
Export,Maize,1862,94.60000000000001
Export,Maize,1863,17.2
Export,Maize,1864,10.85
Export,Maize,1865,4.5
Export,Maize,1866,604.1999999999999
Export,Maize,1867,1203.8999999999999
Export,Maize,1868,1803.6000000000001
Export,Maize,1869,2403.3
Export,Maize,1870,3003
Export,Maize,1871,2360.5
Export,Maize,1872,1718
Export,Maize,1873,1075.5
Export,Maize,1874,433
Export,Maize,1875,322.66666666666697
Export,Maize,1876,212.333333333333
Export,Maize,1877,102
Export,Maize,1878,1120
Export,Maize,1879,582
Export,Maize,1880,44
Export,Maize,1881,44
Export,Maize,1882,44
Export,Maize,1883,44
Export,Maize,1885,1.55
Export,Maize,1886,3.1
Export,Maize,1887,5.06666666666667
Export,Maize,1888,7.03333333333333
Export,Maize,1889,9
Export,Maize,1890,59
Export,Maize,1891,50.6666666666667
Export,Maize,1892,42.3333333333333
Export,Maize,1893,34
Export,Maize,1894,2455
Export,Maize,1895,4876
Export,Maize,1896,7297
Export,Maize,1897,10608
Export,Maize,1898,5309
Export,Maize,1899,10
Export,Maize,1900,10.5
Export,Maize,1901,11
Export,Maize,1902,111
Export,Maize,1903,59.5
Export,Maize,1904,8
Export,Maize,1905,10
Export,Maize,1906,10
Export,Maize,1907,60
Export,Maize,1908,20
Export,Maize,1909,70
Export,Maize,1910,40
Export,Maize,1911,790
Export,Maize,1912,2310
Export,Maize,1913,2400
Export,Maize,1914,850
Export,Maize,1915,1730
Export,Maize,1916,2290
Export,Maize,1917,4340
Export,Maize,1918,1710
Export,Maize,1919,12270
Export,Maize,1920,4770
Export,Maize,1921,14622.3
Export,Maize,1922,30
Export,Maize,1923,10
Export,Maize,1924,10
Export,Maize,1925,10
Export,Maize,1926,16
Export,Maize,1927,14
Export,Maize,1928,11
Export,Maize,1929,20
Export,Maize,1930,8.7
Export,Maize,1931,30
Export,Maize,1932,20
Export,Maize,1933,30
Export,Maize,1934,20
Export,Maize,1935,2.9
Export,Maize,1936,156.6
Export,Maize,1937,310.2
Export,Maize,1938,463.8
Export,Maize,1939,617.4
Export,Maize,1940,770
Export,Maize,1941,230
Export,Maize,1942,60
Export,Maize,1943,40
Export,Maize,1944,80
Export,Maize,1945,73
Export,Maize,1946,100
Export,Maize,1947,8100
Export,Maize,1948,100
Export,Maize,1949,37.6666666666667
Export,Maize,1950,35
Export,Maize,1951,43
Export,Maize,1952,4700
Export,Maize,1953,65.8
Export,Maize,1954,77.2
Export,Maize,1955,88.6
Export,Maize,1956,100
Export,Maize,1958,100
Export,Maize,1959,100
Export,Maize,1960,71
Export,"Meat, cattle",1926,70
Export,"Meat, cattle",1927,80
Export,"Meat, cattle",1928,60
Export,"Meat, cattle",1929,100
Export,"Meat, cattle",1930,80
Export,"Meat, cattle",1931,110
Export,"Meat, cattle",1932,460
Export,"Meat, cattle",1933,740
Export,"Meat, cattle",1934,590
Export,"Meat, cattle",1935,670
Export,"Meat, cattle",1939,110
Export,"Meat, cattle",1940,100
Export,"Meat, cattle",1941,1070
Export,"Meat, cattle",1942,450
Export,"Meat, cattle",1943,860
Export,"Meat, cattle",1944,1150
Export,"Meat, cattle",1945,1150
Export,"Meat, cattle",1946,430
Export,"Meat, cattle",1957,200
Export,"Meat, cattle",1958,200
Export,"Meat, cattle",1959,300
Export,"Meat, cattle",1960,300
Export,"Meat, chicken",1957,100
Export,"Meat, pig",1926,890
Export,"Meat, pig",1927,940
Export,"Meat, pig",1928,180
Export,"Meat, pig",1929,230
Export,"Meat, pig",1930,1080
Export,"Meat, pig",1931,1550
Export,"Meat, pig",1932,1130
Export,"Meat, pig",1933,850
Export,"Meat, pig",1934,410
Export,"Meat, pig",1935,850
Export,"Meat, pig",1940,120
Export,"Meat, pig",1941,80
Export,"Meat, pig",1942,10
Export,"Meat, pig",1943,40
Export,"Meat, pig",1944,210
Export,"Meat, pig",1945,210
Export,"Meat, pig",1946,40
Export,"Melons, other (inc.cantaloupes)",1930,10827
Export,"Melons, other (inc.cantaloupes)",1931,9360.8
Export,"Melons, other (inc.cantaloupes)",1932,9307.3
Export,"Melons, other (inc.cantaloupes)",1933,7088.4
Export,"Melons, other (inc.cantaloupes)",1934,15533.6
Export,"Melons, other (inc.cantaloupes)",1935,12212.300000000001
Export,"Milk, whole condensed",1927,19
Export,"Milk, whole condensed",1928,3.7
Export,"Milk, whole condensed",1929,8
Export,"Milk, whole condensed",1930,11
Export,"Milk, whole condensed",1931,19
Export,"Milk, whole condensed",1932,57.9
Export,"Milk, whole condensed",1933,18
Export,"Milk, whole condensed",1934,15
Export,"Milk, whole condensed",1935,23
Export,"Milk, whole condensed",1940,619
Export,"Milk, whole condensed",1941,472
Export,"Milk, whole condensed",1942,689
Export,"Milk, whole condensed",1943,257
Export,"Milk, whole condensed",1944,474
Export,"Milk, whole condensed",1945,474
Export,"Milk, whole condensed",1946,536
Export,"Milk, whole condensed",1947,451
Export,"Milk, whole condensed",1948,322
Export,"Milk, whole condensed",1949,576
Export,"Milk, whole condensed",1950,726
Export,"Milk, whole condensed",1953,1000
Export,"Milk, whole condensed",1954,1000
Export,"Milk, whole dried",1930,1.3
Export,"Milk, whole dried",1931,3.3
Export,"Milk, whole dried",1932,9
Export,"Milk, whole dried",1933,8
Export,"Milk, whole dried",1934,11
Export,"Milk, whole dried",1935,6
Export,"Milk, whole dried",1940,20
Export,"Milk, whole dried",1941,11
Export,"Milk, whole dried",1942,6
Export,"Milk, whole dried",1943,6
Export,"Milk, whole dried",1944,1
Export,"Milk, whole dried",1946,24
Export,"Milk, whole dried",1947,66
Export,"Milk, whole dried",1948,38
Export,"Milk, whole dried",1949,59
Export,"Milk, whole dried",1950,75
Export,"Milk, whole dried",1953,600
Export,"Milk, whole fresh cow",1927,348.5
Export,"Milk, whole fresh cow",1928,519
Export,"Milk, whole fresh cow",1929,315.40000000000003
Export,"Milk, whole fresh cow",1930,342.9
Export,"Milk, whole fresh cow",1931,342.5
Export,"Milk, whole fresh cow",1932,255.2
Export,"Milk, whole fresh cow",1933,344
Export,"Milk, whole fresh cow",1934,294
Export,"Milk, whole fresh cow",1935,265
Export,"Milk, whole fresh cow",1936,240
Export,"Milk, whole fresh cow",1937,205
Export,"Milk, whole fresh cow",1938,170
Export,"Milk, whole fresh cow",1939,137
Export,"Milk, whole fresh cow",1940,71
Export,"Milk, whole fresh cow",1941,32
Export,"Milk, whole fresh cow",1942,13
Export,"Milk, whole fresh cow",1943,6
Export,"Milk, whole fresh cow",1944,12
Export,"Milk, whole fresh cow",1945,12
Export,"Milk, whole fresh cow",1946,22
Export,"Milk, whole fresh cow",1947,18
Export,"Milk, whole fresh cow",1948,17
Export,"Milk, whole fresh cow",1949,12
Export,"Milk, whole fresh cow",1950,5
Export,"Milk, whole fresh cow",1951,63.5714285714286
Export,"Milk, whole fresh cow",1952,51.4285714285714
Export,"Milk, whole fresh cow",1953,39.2857142857143
Export,"Milk, whole fresh cow",1954,27.142857142857203
Export,"Milk, whole fresh cow",1955,15
Export,"Milk, whole fresh cow",1956,42
Export,"Milk, whole fresh cow",1957,29.3333333333333
Export,"Milk, whole fresh cow",1958,16.6666666666667
Export,"Milk, whole fresh cow",1959,4
Export,"Milk, whole fresh cow",1960,1
Export,"Oil, coconut",1933,2
Export,"Oil, coconut",1934,1
Export,"Oil, coconut",1935,1
Export,"Oil, coconut",1940,1
Export,"Oil, coconut",1941,159
Export,"Oil, coconut",1942,87
Export,"Oil, coconut",1943,17
Export,"Oil, coconut",1944,34
Export,"Oil, coconut",1945,2
Export,"Oil, groundnut",1909,1.016053648
Export,"Oil, groundnut",1910,17.27291201
Export,"Oil, groundnut",1911,24.38528754
Export,"Oil, groundnut",1912,12.19264377
Export,"Oil, groundnut",1913,8.128429181
Export,"Oil, groundnut",1914,5.0802682379999995
Export,"Oil, groundnut",1915,18.28896566
Export,"Oil, groundnut",1919,740.7031091
Export,"Oil, groundnut",1920,78.23613087
Export,"Oil, groundnut",1927,120
Export,"Oil, olive, virgin",1860,4296
Export,"Oil, olive, virgin",1861,10426
Export,"Oil, olive, virgin",1862,7449
Export,"Oil, olive, virgin",1863,20214
Export,"Oil, olive, virgin",1864,20114
Export,"Oil, olive, virgin",1865,31183
Export,"Oil, olive, virgin",1866,11775
Export,"Oil, olive, virgin",1867,22533
Export,"Oil, olive, virgin",1868,17124
Export,"Oil, olive, virgin",1869,18525
Export,"Oil, olive, virgin",1870,6114
Export,"Oil, olive, virgin",1871,12161
Export,"Oil, olive, virgin",1872,20668
Export,"Oil, olive, virgin",1873,52356
Export,"Oil, olive, virgin",1874,26373
Export,"Oil, olive, virgin",1875,5556
Export,"Oil, olive, virgin",1876,4992
Export,"Oil, olive, virgin",1877,9584
Export,"Oil, olive, virgin",1878,24746
Export,"Oil, olive, virgin",1879,15063
Export,"Oil, olive, virgin",1880,13911
Export,"Oil, olive, virgin",1881,24625
Export,"Oil, olive, virgin",1882,13730
